V0000367106	木星（もくせい） あの上の方で光っている星は木星だ
V0000369854	給食（きゅうしょく）
V0000369855	とうもろこし
V0000369856	博物館（はくぶつかん）
V0000369857	言わば 言うなれば 犬の毛はいわばセーターだ
V0000369858	侵害（しんがい） 人権を侵害する
V0000369859	ねじ ねじ回し（ねじまわし） ねじを留める（とめます）
P0000158134	光る（ひかります） 輝く（かがやきます） ぎらぎらする 
P0000158134	あの上の方で光っている星は木星だ
V0000369860	抜ける（ぬけます） 外れる（はずれます） 髪が抜ける 取っ手が抜けた
V0000369861	真っ直ぐ（まっすぐ）
V0000369862	敷く（しきます） 布団（ふとん）を敷く
V0000369863	漁業（ぎょぎょう）
P0000158135	またがる（またがります） 
P0000158135	馬にまたがる 手すりにまたがって階段をすべりおりる
V0000369864	ますます 二学期になったら、勉強がますます難しくなってきました
V0000369865	店主（てんしゅ）
V0000369866	どうしても どうしても500 万円必要なんです 娘はどうしても留学したいと言ってきかない
V0000369867	戻す（もどします） 本棚に戻しておいてください
V0000369868	常用漢字（じょうようかんじ）
V0000369869	どれも この計画はどれも一長一短がある そのどれも気に入らない
V0000369870	バイオテクノロジー
V0000369871	イタリア イタリア料理
P0000158136	裏口（うらぐち） 
P0000158136	裏口から出る
P0000158137	翻訳家　(ほんやくか) 
P0000158137	翻訳者（ほんやくしゃ）
V0000369872	読者（どくしゃ） 読書家（どくしょか）
V0000369873	夫々、其々（それぞれ） 学生は夫々順番に卒業証書（そつぎょうしょうしょ）を受け取った
V0000369874	劇団（げきだん） 劇団に入る
P0000158138	対比する（たいひ）
P0000158138	比較する（ひかく） 比べる（くらべます） 私はよく兄と対比される 色の対比
V0000369875	富豪（ふごう） お金持ち（おかねもち） 大富豪（だいふごう）
V0000369876	掛かる（かかります） 暖炉の上に時計が掛かっている
P0000158139	国会（こっかい） 
P0000158139	議会（ぎかい） 国会議員（こっかいぎいん）
P0000158140	スマートな 
P0000158140	ほっそりした 
V0000369877	老人（ろうじん） お年寄り（おとしより） 年を取った人
V0000369878	真空（しんくう） 自然は真空を嫌う
V0000369879	～くて/～で　たまらない 非常に（ひじょう） 今日は暑くてたまりません 数学がきらいでたまらない 僕はあの子が好きでたまらない
V0000369880	口実（こうじつ） 言い訳（いいわけ） 彼は遅刻の口実をでっち上げた
V0000369881	弓（ゆみ） 
V0000369882	一つ一つ　（ひとつひとつ） 彼は言葉を一つ一つ注意深く選んだ
P0000158141	靭帯（じんたい） 人体（じんたい）
P0000158141	靭帯を切る
V0000369883	指紋（しもん） 指紋を残す
V0000369884	定義（ていぎ） あなたは「幸福」をどのように定義しますか 単語に定義を与える
V0000369885	農業（のうぎょう） 彼らはもともと農業をやっている
P0000158142	財政（ざいせい） 財産（ざいさん）
P0000158142	国の財政は豊かだ
V0000369886	胸毛　（むなげ） 胸毛のある男
V0000369887	性欲（せいよく） 性欲がない
V0000369888	これ以上（いじょう） これ以上は働けません
V0000369889	話しかける 彼女は彼が他の女の子に話しかけると嫉妬した（しっと）
P0000158143	書道（しょどう）
P0000158143	習字（しゅうじ）
P0000158143	書道を習うのは楽しい
V0000369890	接尾辞（せつびじ） 接頭辞（せっとうじ）
P0000158144	かじる（かじります） 噛む（かみます）
P0000158144	板チョコをかじる パンをかじる
V0000369891	アメシスト 紫水晶 （むらさきすいしょう）
V0000369892	ランドセル ランドセルを背負った（せおった）子供
V0000369893	チューリップ チューリップは見事に咲いた
V0000369894	離陸する（りりく） 二機のジェット機が同時に離陸した 着陸する（ちゃくりく）
V0000369895	理由（りゆう） あなたが田舎に住みたい理由を教えてください
V0000369896	爆破する（ばくは） 私たちは巨大な岩をダイナマイトで爆破した
V0000369897	くそ面白く（も）ない
V0000369898	海千山千（うみせんやません） やつは女にかけては海千山千のプレイボーイだ
V0000369899	利益（りえき） 利益のない …の利益のため 一郎は利益よりも友情を大切にする
V0000369900	～にかけて 料理にかけては、彼女は名人だ
P0000158145	トラム 路面電車（ろめんでんしゃ） 市電(しでん) 
P0000158145	市街電車（しがいでんしゃ）
V0000369901	生殖する（せいしょく） これらの雑種は生殖能力を持つ
V0000369902	カンガルー カンガルーの雌は子供を腹の袋に入れて動く
V0000369903	かみそり 電気かみそり
V0000369904	うるう年（うるうどし）
V0000369905	満州（まんしゅう） 満州国（まんしゅうこく）
V0000369906	世代差（せだいさ）
V0000369907	チャック 彼女はかばんのチャックを閉めた
P0000158146	男色（だんしょく） おかま 
P0000158146	ゲイ 男色を行う
V0000369908	祝いの言葉を言う（いわい）
P0000158147	拾う（ひろいます） (持ち上げる) 
P0000158147	(見つける) 
P0000158147	通りで財布を拾った ぎんなんを拾っている
P0000158148	閉鎖する（へいさ）
P0000158148	閉じる（とじります） 閉める（しめます） 彼らは劇場を閉鎖した
V0000369909	ブーブー鳴く（なく） 豚はブーブー鳴く
V0000369910	ビデオ
V0000369911	無実の罪の人 無罪（むざい） 無実（むじつ）
P0000158149	運動（うんどう） 
P0000158149	体操（たいそう） 
P0000158149	運動 
P0000158149	新鮮な空気と運動は健康によい
V0000369912	それを食べるな！
V0000369913	手数料（てすうりょう） 登録手数料
V0000369914	マイホーム 自宅（じたく） 東京でマイホームを持つことは難しい
V0000369915	回数（かいすう） 最近遅刻の回数が増えている 彼が跳んだ回数を指を折って数えた
P0000158150	口唇裂（こうしんれつ） 兎唇（としん） 口唇（こうしん）
P0000158150	唇（くちびる）
V0000369916	縁談（えんだん） 縁談がある 縁談をまとめる お見合い（おみあい）
V0000369917	回り道（まわりみち）
V0000369918	暫く寝る（しばらくねる）
P0000158151	層（そう）　　 僧（そう）
P0000158151	オゾン層（そう）
P0000158152	梅雨（つゆ） 露（つゆ）
P0000158152	梅雨に入った(いった)/が明けた（あけた） 梅雨入り（つゆいり）・梅雨明け
P0000158153	校門（こうもん） 肛門（こうもん） 
P0000158153	校門を出る 卒業する 大学を出る
P0000158154	見本（みほん） サンプル 
P0000158154	見本を見て、買うか買わないか決めます
V0000369919	それはいけませんね。
V0000369920	礎（いしずえ）
V0000369921	助言（じょげん） アドバイス 人に助言を求める 適切な助言 その株を買えと助言してくれた
V0000369922	指貫（ゆびぬき）
V0000369923	定期航空機（ていきこうくうき）
V0000369924	直に（じきに） 直に雨が降るかもしれない
V0000369925	骨折（こっせつ） 腕を骨折する 腕の骨を折れる
V0000369926	集会（しゅうかい） ミーティング 会合（かいごう） 集会の自由 政治集会
V0000369927	作文（さくぶん） 作文の長さを半分にしてください
V0000369928	金星（きんせい） 近世（きんせい） 
V0000369929	チーズケーキ
V0000369930	終戦（しゅうせん） 開戦（かいせん） 終戦になった
V0000369931	汚い（きたない）
V0000369932	えら
P0000158155	失神する（しっしん）
P0000158155	気絶する（きぜつ） 
P0000158155	意識を失う（いしきをうしなう）
P0000158155	彼女は恐怖で失神した
V0000369933	くそ食らえ（くらえ） ～なんてくそくらえだ 試験なんてくそくらえだ あいつなんかくそくらえだ
V0000369934	首都（しゅと） 都（みやこ）
V0000369935	時間通り（の）（じかんどおり）
V0000369936	古語（こご） この言葉はもう古語になっている
V0000369937	～できるようになる 車の免許を取って、運転できるようになった
V0000369938	公立学校 （こうりつがっこう）
V0000369939	ナチズム
V0000369940	心優しい（こころやさしい） 昔々、ある所に、貧乏だけど心優しいお祖父さんとお祖母さんがいました
P0000158156	信じる（しんじます） 信用する（しんよう） 
P0000158156	信仰する（しんこう） 
P0000158156	もう彼を信じたりしない
V0000369941	秋口（あきぐち）
V0000369942	落ち込む（おちこみます） 穴に落ち込む
V0000369943	モデル
V0000369944	斜視（しゃし） 彼女は斜視だ 斜視の
V0000369945	遊牧（ゆうぼく） 遊牧民（ゆうぼくみん） 遊牧の生活を送る
V0000369946	靴下（くつした）
V0000369947	～学部（がくぶ） 学科（がっか） 農学部（のうがくぶ）
V0000369948	国富（こくふ）
V0000369949	浴衣（ゆかた）
V0000369950	カテーテル
V0000369951	イースター島（とう） イースター島へ十日間（とおか）の旅行をした
V0000369952	夥しい（おびただしい） 夥しい人出（ひとで） 彼らは騒々しいことおびただしい
V0000369953	噴火（ふんか） その活火山は噴火した
P0000158157	西洋（せいよう）
P0000158157	欧米（おうべい）
P0000158157	西欧（せいおう） 西洋諸国（せいようしょこく）
V0000369954	第一歩（だいいっぽ） 第一歩を踏み出す 社会人としての第一歩を踏み出す
V0000369955	【テレビ】	チャンネル 6チャンネルにする
V0000369956	～号車（ごうしゃ） ビュッフェ、またはカフェテリアは９号車にあります
V0000369957	母方（ははかた） 母方（ははかた）の親類 父方（ちちかた）の親類
V0000369958	フロッピー(ディスク) このフロッピーをフォーマットしないでもいい
V0000369959	ろうそく ろうそくを燃やす/に火をつける
V0000369960	で？
V0000369961	一定の（いってい） 一定の時間に 一定の職業
V0000369962	（お）風呂（ふろ） 風呂に入ります
V0000369963	紙袋（かみぶくろ） ペーパーバッグ
P0000158158	掛け金（かけきん） 賭け金（かけきん）　
P0000158158	ドアに掛け金がかかっていた
V0000369964	東欧（とうおう） 東欧諸国（とうおうしょこく）
V0000369965	視聴者（しちょうしゃ）
P0000158159	卑怯（な）（ひきょう） 
P0000158159	臆病（おくびょう）
P0000158159	ひきょうな振る舞いをする 臆病者（おくびょうもの） 卑怯者（ひきょうもの）
P0000158160	境目（さかいめ） 境（さかい）
P0000158160	境界（きょうかい）
P0000158160	古代と中世の境目　 夏と秋の境目がはっきりしない
V0000369966	災難（さいなん） それはあなたの家に災難をもたらすでしょう 災難にあう
V0000369967	トラック 貨物自動車（かもつじどうしゃ） 貨物（かもつ）
V0000369968	気が弱い（きがよわい） 気が弱いのが彼の短所だ
P0000158161	合う（あいます） 似合う（にあいます）
P0000158161	この靴はパーティーに合わない あなたの答えは合っていない
V0000369969	すごく
V0000369970	音色（ねいろ）　 バイオリンの音色はとても美しい このギターは音色があってる
V0000369971	領事館（りょうじかん） 領事（りょうじ）
V0000369972	焼酎（しょうちゅう）
V0000369973	北（きた） 北京（ぺきん）
V0000369974	法務省（ほうむしょう）
V0000369975	靴拭き（くつふき） ドアマット
V0000369976	黒人（こくじん） 白人（はくじん）
V0000369977	売り切る（うりきります） その雑誌は売り切れでした
V0000369978	疑似～（ぎじ） 疑似家族 疑似科学
P0000158162	ペン 
P0000158162	ボウルペン　
P0000158163	和平（わへい）
P0000158163	平和（へいわ）
P0000158163	和平交渉（へいわこうしょう） 和平会議 和平条約の調印（ちょういん）
V0000369979	コート オーバー
V0000369980	割礼（かつれい） 割礼を受ける 割礼を施す（ほどこします） その国では男子が生まれるとすぐ割礼を行う習慣がある
P0000158164	高地（こうち） 高知（こうち）
P0000158164	平野（へいや）
V0000369981	よく知っている
V0000369982	電球（でんきゅう） この電球は暗いから、もっと明るいのに取り替えたほうがいいですよ
P0000158165	錯誤（さくご）　（書） 間違い（まちがい）
P0000158165	誤り（あやまり）
P0000158165	錯誤に陥る
V0000369983	朝型の人間　（あさがた） 早起き（はやおき）
V0000369984	洗車場（せんしゃじょう） 洗車する（せんしゃ） あなたは、一月にどのくらい洗車しますか
V0000369985	数詞（すうし）
V0000369986	赤ちゃん（あかちゃん） 赤ん坊（あかんぼう）
P0000158166	作品（さくひん） 著書（ちょしょ）
P0000158166	彼の最新の作品がその広場にある
P0000158167	後（あと） 後ろ（うしろ）
P0000158167	私の後から犬がついてきた 後を振り返る
V0000369987	ようこそ
V0000369988	独り言を言う　(ひとりごと） 「次はどうしようか」と彼女は独り言を言った
P0000158168	つづり 
P0000158168	彼の名前のつづりが分からない 単語のつづりを間違える
P0000158169	水蒸気（すいじょうき）
P0000158169	蒸気（じょうき）
P0000158169	蒸気で動く 蒸気機関（きかん）
V0000369989	このことが気に入ります　（きにいります）
V0000369990	ブーブークッション 
V0000369991	ナメクジ カタツムリ
V0000369992	不可欠（ふかけつ） 勤勉は人生の成功に不可欠である
V0000369993	～も～し～も～ ～ばかりか～さえ～ このセーターは色もきれいだし、形もいいでう
V0000369994	便利（な）（べんり） 便利さ（べんりさ） 役に立つ（やくにたつ）
V0000369995	郵便番号 （ゆうびんばんごう）
V0000369996	金閣寺（きんかくじ）
V0000369997	襟（えり） 酒に酔った男が私の襟を掴んで（つかんで）汚い言葉を吐いた（はく）
V0000369998	茄子（なす） なすび
V0000369999	何と言いましたか
V0000370000	しわになった本
V0000370001	漁師（りょうし）
V0000370002	1950年代（ねんだい） この歌は１９７０年代に流行した
V0000370003	ぎっちょ (俗) 左利き（ひだりきき） あたしは、食べるときだけぎっちょになるの。ほかのときは右よ。
V0000370004	アウト アウト！
V0000370005	単数（たんすう） 複数（ふくすう） 単数形 この語はこの意味では単数です
V0000370006	用事（ようじ） 幼児（ようじ）
P0000158170	巡航（じゅんこう） 船旅（ふなたび）
P0000158170	巡航する 巡航船
V0000370007	安易（な）（あんい） 安易な生き方をする 安易な態度（たいど）
V0000370008	軟骨（なんこつ）
V0000370009	詩（し） 詩を作る
V0000370010	手順（てじゅん） どんな手順でビザをとるのか教えてください
P0000158171	～に/で　悩む（なやみます） ～を　心配する（しんぱい） ～を　気にする 
P0000158171	そのことで悩むな！
V0000370011	振り込む（ふりこみます） 振込み 自動振込み（じどうふりこみ）
V0000370012	ネオンサイン
P0000158172	大事（な）（だいじ） 重大（な）（じゅうだい）
P0000158172	それは大事だ このままでは大事になる
V0000370013	画面（がめん） スクリーン スクリーンに出る
V0000370014	莢（さや） 莢をむく さや入り[なし]の豆
V0000370015	沼（ぬま） 沼の多い
V0000370016	電報（でんぽう） 電報を打つ（うつ）
V0000370017	寒気（さむけ） 風邪を引いたので、寒気がする
V0000370018	支払う（しはらいます） 払う（はらいます） 料金を支払う
V0000370019	二酸化炭素（にさんかたんそ） 二酸化炭素の排出（はいしゅつ）
V0000370020	一昨日（おととい）
V0000370021	～に　沿って（そいます） 海岸に沿って新しい道路が出来た 鉄道はしばらく川に沿って走っていた
V0000370022	煉瓦（れんが） 常用外
P0000158173	ハイジャック 
P0000158173	乗っ取る（のっとります）
P0000158173	誘拐（ゆうかい）
P0000158173	ハイジャック犯（はん） ハイジャックにあったらどうしますか
V0000370023	またたく間に(まに)
V0000370024	姫（ひめ） お姫様（おひめさま）
P0000158174	用件（ようけん） 用意（ようい）
P0000158174	ご用件は？ その用件は明日まで待てますか
V0000370025	ささやく 彼は彼女に何かささきました
V0000370026	菊（きく） 菊の紋（きくのもん）
V0000370027	合間（あいま） 仕事の合間に 読書と執筆の合間に
P0000158175	面長の（おもなが） 卵型の（たまごがたのかお）
P0000158175	面長の美人
V0000370028	社説（しゃせつ） 今日の朝日新聞の社説は予算案に関するものだ
V0000370029	～に　貢献する（こうけん） それらの人々は世界平和に大きに貢献した
V0000370030	チョーク 白いチョークを一本取ってください
V0000370031	貝殻（かいがら）
V0000370032	殺す（ころします）
V0000370033	蚤の市（のみのいち）
V0000370034	白内障（はくないしょう） 白内障になる［なっている］
V0000370035	助詞（じょし）
V0000370036	平均（へいきん） 平均点（へいきんてん） 平均して一日何時間勉強する
V0000370037	舞台負け（ぶたいまけ） 舞台負けする
V0000370038	逃亡（とうぼう） 逃亡者（とうぼうしゃ） 逃亡中の犯人
P0000158176	的（まと） 対象（たいしょう）
P0000158176	その歌手は注目の的だった
V0000370039	クロム
P0000158177	浪費する（ろうひ） 無駄遣いする （むだづかい） 
P0000158177	金銭を浪費する 資源を浪費する 時間を浪費する
V0000370040	～を貸してくれませんか ちょっとペンを貸してくれませんか
P0000158178	沈黙（ちんもく）
P0000158178	静けさ（しずけさ） 彼の沈黙は何を意味するのか
V0000370041	日食（にっしょく） 先月，日食があった
V0000370042	ワックス 床にワックスをかける
V0000370043	大勢（の）（おおぜい） 大勢の乗客が怪我をしている
P0000158179	ぎらぎらする 
P0000158179	光る（ひかります） 輝く（かがやきます） 彼の目は怒りでぎらぎらした
V0000370044	シンデレラ 祖母は私にシンデレラの物語を語ってくれた
V0000370045	風船（ふうせん） 彼女の風船に穴を空けた（あけた）
V0000370046	軟膏（なんこう） 何に軟膏を塗る
V0000370047	調べる（しらべます） 辞書でその単語を調べてみなさい
V0000370048	予習（よしゅう） 金曜日の予習に第四章を読んでおくこと
P0000158180	嘔吐（おうと）
P0000158180	ゲロを吐く 
P0000158180	反吐（へど）を吐く　
P0000158180	へどを吐く（はきます） 嘔吐する 夕食に食べたものを吐く
V0000370049	空港（くうこう） 飛行場（ひこうじょう）
V0000370050	褒美（ほうび）を与える
V0000370051	楽器（がっき） 学期（がっき） 
V0000370052	天気（てんき） 晴天（せいてん） いい天気
V0000370053	プードル
V0000370054	共産主義（きょうさんしゅぎ） 共産主義の 共産主義者 資本主義（しほんしゅぎ）
V0000370055	家にいて
V0000370056	ホームステイする
P0000158181	四捨五入する （ししゃごにゅう） 
P0000158181	758を小数第3位で四捨五入すると45.76になる
V0000370057	札幌（さっぽろ） 札幌は緑が多い
V0000370058	赤面する（せきめん） 赤らむ（あからみます） 彼の言葉に私は赤面した
V0000370059	本人（ほんにん） それは父本人の望みだ（のぞみ）
V0000370060	随筆（ずいひつ） 随筆家
V0000370061	豪雨（ごうう） 豪雨だった
V0000370062	今日（きょう） 本日（ほんじつ）
V0000370063	安定（あんてい） 日本の円は安定した通貨です
V0000370064	衰弱（すいじゃく） 悪化（あっか） 病気で衰弱する 神経衰弱（しんけいすいじゃく）
V0000370065	態と（わざと） わざとうそをついたのです
V0000370066	食べなさすぎた 面白くなさ過ぎる
V0000370067	親馬鹿（おやばか）
P0000158182	粒（つぶ） 種（たね）
P0000158182	薬を2粒飲んだ 1粒の米
V0000370068	緩める（ゆるめます） 緩い（ゆるい） 負傷者の襟を緩める 彼は握った手を緩めた 車のスピードを緩める 政府は税制を緩めた
V0000370069	～も ～でも ハリスさんはこんな易しい漢字も読めない
V0000370070	虫歯（むしば）
V0000370071	教育（きょういく）
V0000370072	操作（そうさ） 車は操作が簡単なら簡単ほど運転が楽だ
V0000370073	（妊娠）中絶 （にんしんちゅうぜつ）
V0000370074	～を　続ける（つづけます） 柔道を続ける
V0000370075	止める（とめます） クーラーを止める
V0000370076	どっさり お金がどっさりある 宿題がどっさりある
V0000370077	安心（あんしん） 安心する
V0000370078	金魚(きんぎょ)
V0000370079	風呂敷（ふろしき） ふろしき包み
P0000158183	マザコン 
P0000158183	あいつはマザコンなんだ
V0000370080	体温計（たいおんけい） 温度計（おんどけい） 看護婦は体温計で彼の体温を計った
P0000158184	(語尾) 
P0000158184	かしら（女性語） かな 松本さんは来るかしら
V0000370081	立てる（たてます） 「芝生に入たないで下さい」という札が立ててあります
P0000158185	人並み（な）（ひとなみ） 
P0000158185	普通（な）（ふつう） 
P0000158185	平凡（な）（へいぼん） 
P0000158185	平均的（へいきんてき） 
P0000158185	私も人並みに大学に進んだ
V0000370082	漏れる（もれます） 蛇口から水がちょろちょろ漏れている 木の間を漏れる日の光
V0000370083	鳩（はと）
P0000158186	喉ちんこ（のどちんこ）
P0000158186	口蓋垂（こうがいすい）
P0000158186	気管支炎のせいで、喉ちんこが真っ赤に晴れ上がってるんです（はれあがる）
V0000370084	噛み切る（かみきります） 舌をかみ切る 肉が硬くてかみ切れない
P0000158187	添加物 （てんかぶつ) 
P0000158187	防腐剤（ぼうふざい）
P0000158187	食品添加物 人工添加物を含まず
P0000158188	お辞儀（おじぎ）
P0000158188	会釈（えしゃく） この国の人々は会うとお辞儀することを習慣にしている
V0000370085	揺りかご（ゆりかご） あの赤ん坊は揺りかごの中ですぐ眠る
V0000370086	子供を出産する（しゅっさん） 子供を生む（うみます）
V0000370087	電話を掛ける（かける） 電話をする
V0000370088	高校生（こうこうせい） 高等学校の生徒 (こうとうがっこうのせいと)
V0000370089	敷金（しききん） 二ヶ月の敷金を入れて、いただきます
P0000158189	を　狩る（かります） 刈る（かります）　
P0000158189	きじを狩ります
P0000158190	実施（じっし）
P0000158190	応用（おうよう）
P0000158190	条約を実施する
V0000370090	お巡り（さん）（おまわりさん） 警官（けいかん）
V0000370091	ポンプ ポンプはちゃんと動かなかった
P0000158191	商人（しょうにん） 
P0000158191	証人（しょうにん）
V0000370092	絶対に　～ない （ぜったいに） 携帯電話を絶対に使ってはいけない
V0000370093	名所（めいしょ） 京都の名所はいつも人がおおい
V0000370094	～を 空を飛ぶ
P0000158192	ベテラン 
P0000158192	エキスパート 名人（めいじん） 大家（たいか） 彼は中東問題のベテランだ
V0000370095	塵取り（ちりとり） 塵（ちり） 埃（ほこり）
V0000370096	失業（しつぎょう） その国ではたくさんの若い人々が失業している
V0000370097	浅い（あさい） この池は浅くて、底（そこ）が見える
V0000370098	～が　広がる（ひろがります） 火事は隣町（となりまち）に広がった
V0000370099	修羅（しゅら）
V0000370100	結合（けつごう） 二つの物を結合する これは二つの元素が結合して出来たものである
V0000370101	枚（まい）
V0000370102	鮮魚（せんぎょ） 新しい魚
V0000370103	神経衰弱（しんけいすいじゃく）
P0000158193	写す（うつす） 移す（うつす） 
P0000158193	映す（うつす）
P0000158193	彼は友達のノートを写すのに忙しかった
V0000370104	水星（すいせい） 彗星（すいせい）
P0000158194	アルコール中毒（ちゅうどく） アルコール中毒者 アル中 
P0000158194	酔っ払い（よっぱらい）
V0000370105	(お)年寄り（としより）
V0000370106	華氏（かし） 華氏零下5度 摂氏100度は華氏では212度だ
V0000370107	ピン 針（はり）
V0000370108	荒い（あらい） 波（なみ）が荒い
V0000370109	すると するとあなたは幸せでしょう
V0000370110	悪天候（あくてんこう） 悪天候で飛行機が遅れた
V0000370111	金玉（きんたま） 人の金玉を握る（にぎります）
V0000370112	茶道（さどう） 私は茶道にも華道にも興味がある
P0000158195	簡易（な）（かんい）
P0000158195	簡単（かんたん）
P0000158195	易しい（やさしい）
P0000158195	単純（たんじゅん） 
P0000158195	簡易な方法
V0000370113	お釣り（おつり）
V0000370114	おげんきですか。
V0000370115	存在する（そんざい） 神の存在を信じる？
V0000370116	最近（さいきん） この頃（このごろ） その鶏（にわとり）最近卵を産んでいない（うむ）
P0000158196	基準（きじゅん） 標準（ひょうじゅん）
P0000158196	判断の基準 この学校の入学基準はとても高い
V0000370117	甘口の（あまくち） 甘い（あまい） 甘口がほしい 甘口のシェリー
V0000370118	動物病院 （どうぶつびょういん）
V0000370119	あちら様（さま） こちら様 このことについて、あちら様では何とおっしゃっていますか
P0000158197	表現（ひょうげん） 言い回し（いいまわし）
P0000158197	語句（ごく） 
P0000158197	どう表現すればいいでしょうか これは表現できない
V0000370120	どうやら... （～そうだ/らしい） どうやら道を間違えたらしいね
V0000370121	一番上の棚です
V0000370122	科目（かもく） 学科（がっか） どの科目が一番好きですか
V0000370123	クローブ
V0000370124	レタス
V0000370125	暖房機（だんぼうき）
V0000370126	工業専門学校　 （こうぎょうせんもんがっこう）
V0000370127	盲目（もうもく） 盲目的（もうもくてき） 盲人（もうじん） 彼らは盲目的に指導者（しどうしゃ）に従う（したがいます）
V0000370128	殺す（ころす）
P0000158198	クラスの仲間 学友（がくゆう）
P0000158198	同級生（どうきゅうせい）
P0000158199	回答（かいとう） 答え（こたえ） 返事（へんじ） 返信（へんしん）
P0000158199	それは我々がまったく回答できない問題です
V0000370129	ゴキブリ
V0000370130	腿（もも）常用漢字以外 桃（もも）
V0000370131	日曜大工（にちようだいく） 日曜大工が趣味なんです
V0000370132	宿無し（の）（やどなし） 家のない ホームレス（の） 路上生活者（ろじょうせいかつしゃ） 村から村へ流れてゆく宿無し 戦争で多くの人が宿無しになった
V0000370133	～が大好きです（だいすき） ～何かとても好きです
V0000370134	ベジタリアン
V0000370135	修士論文（しゅうしろんぶん）
V0000370136	目次（もくじ）
V0000370137	～から・に　借りる（かります）
V0000370138	上司（じょうし） あなたは上司とうまくやっていけていますか
V0000370139	この電車の行き方はどうですか
V0000370140	半球（はんきゅう） 北半球（きたはんきゅう） 南半球（みなみはんきゅう）
V0000370141	恨み（うらみ） 恨みを抱く（いだく） 君に恨みはないよ
V0000370142	入社する（にゅうしゃ） 入社したばかりなのに毎日とても忙しいです
P0000158200	優等生（ゆうとうせい） 模範生（もはんせい）
P0000158200	特待生（とくたいせい）
P0000158200	優等生に選ばれる
P0000158201	チョッキ 上着（うわぎ）
P0000158201	防弾チョッキ（ぼうだん）
V0000370143	退ける（どけます） その間は親友をも退けた 彼を委員長の座から退けようとした
V0000370144	コルク栓（せん） 瓶の栓をする/抜く（ぬきます）
V0000370145	腹話術氏　（ふくわじゅつし）
V0000370146	クリーニング屋（や） クリーニングに出す
P0000158202	希望（きぼう） 望み（のぞみ）
P0000158202	私の希望は医者になることです 彼は日本留学を希望している
V0000370147	匹（ひき）
V0000370148	仮想する（かそう） 火葬場（かそうば）
V0000370149	（お）葬式（そうしき） 彼の葬式に出るつもりです
V0000370150	洞窟（どうくつ） その洞窟には怪物（かいぶつ）が住んでると信じられている
V0000370151	小包（こづつみ）
V0000370152	大胆（な）（だいたん） そんな事を言うとは君は大胆だ
V0000370153	インク 墨（すみ） 青インク（あお） 黒インク（くろ）
P0000158203	腕白（な）（わんぱく） いたずら（な） 腕白（わんぱく） 悪者（わるもの） 
P0000158203	うちのわんぱくもの
P0000158204	屑（くず） ごみ 
P0000158204	鉄くず 野菜のくず 社会のくず
V0000370154	ハムスター ハムスターを飼う（かいます）
V0000370155	保護者（ほごしゃ） 父兄（ふけい）
V0000370156	ジャーナリスト （新聞）記者（きしゃ）
V0000370157	偉大（な）（いだい） 偉い（えらい） 偉大な計画 彼は多くの点で偉大です
P0000158205	きつい 
P0000158205	窮屈（な）（きゅうくつ） 靴がきつい ベルトをきつくする
V0000370158	スイマー 泳者（えいしゃ） スイマーは海で泳いでいる
V0000370159	党（とう） 政党（せいとう） 党を組織する（そうしき） 党に加入する
V0000370160	歴史（れきし）
V0000370161	誤訳（ごやく） 誤訳の箇所（かしょ） 誤訳がない
V0000370162	逃す（のがします） チャンスを逃すな！
V0000370163	面倒（な）（めんどう） 面倒くさい（めんどうくさい） 面倒な頼み（たのみ）
V0000370164	胡桃割り(くるみわり) 『くるみ割り人形』
V0000370165	連立（れんりつ） 二党が連立して政権（せいけん）を取った 連立政権
V0000370166	和食（わしょく） 　 洋食（ようしょく）
V0000370167	黄色ブドウ球菌 （おうしょくブドウきゅうきん） ブドウ球菌 球菌 （きゅうきん）
V0000370168	早口言葉（はやくちことば）
V0000370169	小麦粉（こむぎこ） 小麦（こむぎ）
V0000370170	重量級（じゅうりょうきゅう） 重量級の選手
V0000370171	それで だから きのうは風をひきました。それで学校をやすんだんです
V0000370172	～に～を　貸す（かす）
V0000370173	後者（こうしゃ） 前者（ぜんしゃ）
P0000158206	本田 
P0000158206	降りる（おります） 本田駅から１２番のバスに乗って、図書館前で降りてください。三つ目です
P0000158207	住民（じゅうみん） 住人（じゅうにん）
P0000158207	その地方の住民はほとんどが移民だ
V0000370174	不動産（ふどうさん） 彼は不動産を子供達に譲った（ゆずる） 不動産屋（ふどうさんや）
V0000370175	水泳（すいえい）
V0000370176	知ったかぶり（をする人） 彼は知ったかぶりをして「もちろんさ」と言った
V0000370177	気分（きぶん） 機嫌（きげん）
P0000158208	～に　重視する（じゅうし） ～に　重点を置く（じゅうてん）
P0000158208	この教科書は文法を重視するあまり
V0000370178	お風呂に入る（はいります）
V0000370179	食後（しょくご） 食後にサバンナ行ったとき 食後は何にしましょうか
V0000370180	差別（さべつ）
V0000370181	目が上がっている 目が下がっている
V0000370182	クロスワード 彼はそのクラスワードパズルを簡単に解いた
P0000158209	よだれ 
P0000158209	唾（つば）
P0000158209	唾液（だえき） よだれを垂らす(たらします) よだれが多い子
V0000370183	矢（や） 矢を放つ/飛ばす 矢は的に当たった［を外れた］
V0000370184	図表（ずひょう） グラフ
V0000370185	消滅（しょうめつ） その種は自然消滅した
V0000370186	反日の（はんにち） 高まる反日感情
P0000158210	暴行（ぼうこう） 膀胱（ぼうこう）
P0000158210	性的暴行（せいてきぼうこう） 強姦（ごうかん）
