V0000336092	三が日
V0000339467	あいつの会社は今景気がよくて、今年は優秀な人材をたくさん採用する気でいるんだ。気合いを入れろよ！この仕事が取れたら、特別ボーナスだ！ 
V0000339468	が、頑張ります！	
V0000339469	が、頑張ります！ 
V0000339470	自然破壊
V0000339471	資源
V0000339472	枯渇
V0000339473	有害
V0000339474	紫外線
V0000339475	遮断
V0000339476	皮膚がん
V0000339477	白内障
V0000339478	水かさ
V0000339479	排出
V0000339480	大気汚染物質
V0000339481	土壌
V0000339482	食糧危機
V0000339483	砂漠化
V0000339484	道徳
V0000339485	地球
V0000339486	自然環境
V0000339487	取り巻く
V0000339488	悪化
V0000339489	破壊
V0000339490	汚染
V0000339491	オゾン層
V0000339492	異常気象
V0000339493	酸性雨
V0000339494	森林破壊
V0000339495	水質汚染
V0000339496	今日の道徳の時間は、みんなでビデオを見ますよ。	
V0000339497	今日の道徳の時間は、みんなでビデオを見ますよ。 
V0000339498	先生、どんなビデオを見るんですか。	
V0000339499	先生、どんなビデオを見るんですか。 
V0000339500	今日は、地球の自然環境が、どんどん悪くなっていることについてのビデオを見ます。じゃあ、みんなテレビの前に集まって。	
V0000339501	今日は、地球の自然環境が、どんどん悪くなっていることについてのビデオを見ます。じゃあ、みんなテレビの前に集まって。 
V0000339502	年々、私たちを取り巻く自然環境はどんどん悪化しています。私たち人間は、自然を破壊し、汚染し続けてきました。地球温暖化やオゾン層の破壊、異常気象、酸性雨、森林破壊、砂漠化、食糧危機、資源の枯渇。順調に文明が発達してきたはずの地球に、今何が起こっているのでしょうか。そして、私たちは今何をすべきなのでしょうか。自然破壊が進む今、どのような影響が出ているのか見てみましょう。	
V0000339503	年々、私たちを取り巻く自然環境はどんどん悪化しています。私たち人間は、自然を破壊し、汚染し続けてきました。地球温暖化やオゾン層の破壊、異常気象、酸性雨、森林破壊、砂漠化、食糧危機、資源の枯渇。順調に文明が発達してきたはずの地球に、今何が起こっているのでしょうか。そして、私たちは今何をすべきなのでしょうか。自然破壊が進む今、どのような影響が出ているのか見てみましょう。 
V0000339504	みんな、自然破壊がどれだけこわいものかわかったでしょう。自然を守るために、みんなができることがあるって言っていたけど、それが何かわかる人。	
V0000339505	みんな、自然破壊がどれだけこわいものかわかったでしょう。自然を守るために、みんなができることがあるって言っていたけど、それが何かわかる人。 
V0000339506	ハイハイハイ！	
V0000339507	ハイハイハイ！ 
V0000339508	じゃあ、サトシ。	
V0000339509	じゃあ、サトシ。 
V0000339510	はい。ゴミを出す時は、分別して出すことです。それと、ポイ捨ては絶対しないことです。	
V0000339511	はい。ゴミを出す時は、分別して出すことです。それと、ポイ捨ては絶対しないことです。 
V0000339512	その通り。みんなもこれからは自然のことを少し考えて行動すること。わかったわね。	
V0000339513	その通り。みんなもこれからは自然のことを少し考えて行動すること。わかったわね。 
V0000339514	（授業終わりのチャイムが鳴る）	
V0000339515	早々
V0000339516	任される
V0000339517	期待される
V0000339518	今さら
V0000339519	終電
V0000339520	はい、もしもし。	
V0000339521	はい、もしもし。 
V0000339522	アグネスさん？	
V0000339523	アグネスさん？ 
V0000339524	あ、雄介さん？こんばんは。	
V0000339525	あ、雄介さん？こんばんは。 
V0000339526	遅くにごめんね。今、大丈夫かな？	
V0000339527	遅くにごめんね。今、大丈夫かな？ 
V0000339528	えーと、今仕事中なの。	
V0000339529	えーと、今仕事中なの。 
V0000339530	えっ、こんな時間まで？もう12時過ぎてるよ！どうしたの？	
V0000339531	えっ、こんな時間まで？もう12時過ぎてるよ！どうしたの？ 
V0000339532	うん、入社早々大きな仕事を任されちゃって、全然終わらないんだ。	
V0000339533	うん、入社早々大きな仕事を任されちゃって、全然終わらないんだ。 
V0000339534	そうか、大変だなあ。でも、すぐに大事な仕事を任されるなんて、期待されてるね。	
V0000339535	そうか、大変だなあ。でも、すぐに大事な仕事を任されるなんて、期待されてるね。 
V0000339536	うーん、どうかなあ…。あ、それより、何か用事だった？	
V0000339537	うーん、どうかなあ…。あ、それより、何か用事だった？ 
V0000339538	いや、また週末にでも食事にどうかなあ、と思って。	
V0000339539	いや、また週末にでも食事にどうかなあ、と思って。 
V0000339540	そうねえ、この仕事のプレゼンが金曜日なの。だから、週末なら行かれると思うわ。	
V0000339541	そうねえ、この仕事のプレゼンが金曜日なの。だから、週末なら行かれると思うわ。 
V0000339542	そうか、よかった！じゃあ、また電話するよ。忙しいところごめんね。頑張って。	
V0000339543	そうか、よかった！じゃあ、また電話するよ。忙しいところごめんね。頑張って。 
V0000339544	（会社の電話が鳴る）	
V0000339545	はい、デザインオフィスＪでございます。	
V0000339546	はい、デザインオフィスＪでございます。 
V0000339547	赤坂のゴリだけど。	
V0000339548	赤坂のゴリだけど。 
V0000339549	あ、担当の村上でございます！	
V0000339550	おお、アンタか。遅くまで仕事させて、悪いねえ。ちょっと確認したいんだけどさ、俺、昨日の電話で表紙は青がいいって言ったっけ？	
V0000339551	おお、アンタか。遅くまで仕事させて、悪いねえ。ちょっと確認したいんだけどさ、俺、昨日の電話で表紙は青がいいって言ったっけ？ 
V0000339552	ええ。	
V0000339553	ええ。 
V0000339554	やっぱりそうかー。あのさ、今から赤に変えられる？	
V0000339555	やっぱりそうかー。あのさ、今から赤に変えられる？ 
V0000339556	えっ…と、承知しました。ご連絡ありがとうございました。	
V0000339557	えっ…と、承知しました。ご連絡ありがとうございました。 
V0000339558	（電話切れる）	
V0000339559	うわぁ、今さら色を変えるなんて、本当に金曜日に間に合うのかしら。あ、いけない！もうこんな時間！終電に間に合わなーい！	
V0000339560	うわぁ、今さら色を変えるなんて、本当に金曜日に間に合うのかしら。あ、いけない！もうこんな時間！終電に間に合わなーい！ 
V0000339561	下の子
V0000339562	授業参観
V0000339563	調子
V0000339564	異文化
V0000339565	たまには
V0000339566	あのさあ、今日、下の子の授業参観に初めて行ったんだけど、すごく面白かったよ。	
V0000339567	あのさあ、今日、下の子の授業参観に初めて行ったんだけど、すごく面白かったよ。 
V0000339568	へー。どんなだったの。	
V0000339569	へー。どんなだったの。 
V0000339570	はじめにボールが3つ、ありました。あとで4つ、ふえました。ぜんぶでいくつになったかな？。。わかる人！	
V0000339571	はじめにボールが3つ、ありました。あとで4つ、ふえました。ぜんぶでいくつになったかな？。。わかる人！ 
V0000339572	ハイハイハイ！	
V0000339573	ハイハイハイ！ 
V0000339574	じゃあ、レオ君。わかるかな。	
V0000339575	じゃあ、レオ君。わかるかな。 
V0000339576	はい。7です。	
V0000339577	はい。7です。 
V0000339578	そう！ほんとう？ほかにだれか、ちがうと思う人は？	
V0000339579	そう！ほんとう？ほかにだれか、ちがうと思う人は？ 
V0000339580	ハイハイハイ！	
V0000339581	ハイハイハイ！ 
V0000339582	じゃあ、マサミちゃん。	
V0000339583	じゃあ、マサミちゃん。 
V0000339584	先生、7です。	
V0000339585	先生、7です。 
V0000339586	ああ、そう。7ですか。ほかには？ほかの答えは？	
V0000339587	ああ、そう。7ですか。ほかには？ほかの答えは？ 
V0000339588	ハイハイハイ！	
V0000339589	ハイハイハイ！ 
V0000339590	ユウキくん、わかるかな。	
V0000339591	ユウキくん、わかるかな。 
V0000339592	はい。7だと思います。	
V0000339593	はい。7だと思います。 
V0000339594	う〜ん。7かあ。ほかには？答えわかる人は？	
V0000339595	う〜ん。7かあ。ほかには？答えわかる人は？ 
V0000339596	ってまあ、ずっとこんな調子で、さらに２回も、子どもたちのハイハイハイ！が続いてさあ。驚いちゃったよ。	
V0000339597	ってまあ、ずっとこんな調子で、さらに２回も、子どもたちのハイハイハイ！が続いてさあ。驚いちゃったよ。 
V0000339598	なるほどね。小学一年生ってそんなもんなのよね。	
V0000339599	なるほどね。小学一年生ってそんなもんなのよね。 
V0000339600	まさに、異文化コミュニケーション。子どもの世界ってすごいな。	
V0000339601	まさに、異文化コミュニケーション。子どもの世界ってすごいな。 
V0000339602	お兄ちゃんも仕事ばっかりじゃなくて、たまには子どもとゆっくり過ごしなさいって。	
V0000339603	お兄ちゃんも仕事ばっかりじゃなくて、たまには子どもとゆっくり過ごしなさいって。 
V0000339604	はーい。	
V0000339605	はーい。 
V0000339606	野球観戦
V0000339607	勝手
V0000339608	もっての他
V0000339609	他球団
V0000339610	応援団員
V0000339611	手数
V0000339612	仕方ない
V0000339613	恐縮
V0000339614	側
V0000339615	候補日
V0000339616	無料
V0000339617	招待
V0000339618	そうしてもらえると、 大変ありがたいです
V0000339619	うちの子供から聞いたんですが、今度、ヤクルトが小学生を無料で野球観戦に招待してくれるんですって。一緒に行きませんか。	
V0000339620	うちの子供から聞いたんですが、今度、ヤクルトが小学生を無料で野球観戦に招待してくれるんですって。一緒に行きませんか。 
V0000339621	すごいですね。無料招待なんて。。。ぜひ、ご一緒させてください。	
V0000339622	すごいですね。無料招待なんて。。。ぜひ、ご一緒させてください。 
V0000339623	いくつか候補日があるんですが、どの試合にしますか？やっぱり、巨人戦かな。	
V0000339624	いくつか候補日があるんですが、どの試合にしますか？やっぱり、巨人戦かな。 
V0000339625	そうしましょう！私は大の巨人ファンなので、そうしてもらえると、大変ありがたいです！	
V0000339626	そうしましょう！私は大の巨人ファンなので、そうしてもらえると、大変ありがたいです！ 
V0000339627	山田さんって、巨人ファンだったんですね。でも、ヤクルト側の席ですよ。それでもいいですか？	
V0000339628	山田さんって、巨人ファンだったんですね。でも、ヤクルト側の席ですよ。それでもいいですか？ 
V0000339629	えー！それは、巨人ファンとしては耐えられないです。私だけ巨人側に座ってもいいですか？	
V0000339630	えー！それは、巨人ファンとしては耐えられないです。私だけ巨人側に座ってもいいですか？ 
V0000339631	うーーん、多分それはできないと思いますよ。	
V0000339632	うーーん、多分それはできないと思いますよ。 
V0000339633	あのぉ、こんなことお願いするのは、大変恐縮なのですが、うちの子供だけ連れて行ってもらえませんか？	
V0000339634	あのぉ、こんなことお願いするのは、大変恐縮なのですが、うちの子供だけ連れて行ってもらえませんか？ 
V0000339635	仕方ないですね。じゃぁ、私が連れて行きますよ。	
V0000339636	仕方ないですね。じゃぁ、私が連れて行きますよ。 
V0000339637	すみません。お手数をお掛けします。実は、私、巨人の応援団員なので、他球団の席に座るなんてことはもっての他なんです。勝手を言って申し訳ありませんが、どうぞよろしくお願いします。	
V0000339638	すみません。お手数をお掛けします。実は、私、巨人の応援団員なので、他球団の席に座るなんてことはもっての他なんです。勝手を言って申し訳ありませんが、どうぞよろしくお願いします。 
V0000339639	アンタ
V0000339640	ロマン
V0000339641	エロじじい
V0000339642	やっぱり
V0000339643	一応
V0000339644	れっきとした
V0000339645	乙女
V0000339646	しびれる
V0000339647	いつ読んでもドラゴン・ボールは最高だよな。	
V0000339648	いつ読んでもドラゴン・ボールは最高だよな。 
V0000339649	アンタ、授業中に漫画読んでたでしょ。	
V0000339650	アンタ、授業中に漫画読んでたでしょ。 
V0000339651	女には、ドラゴン・ボールのロマンはわからないだろうなあ。「カ・メ・ハ・メ・波ぁぁ～！」やっぱりコレだよな。	
V0000339652	"女には、ドラゴン・ボールのロマンはわからないだろうなあ。「カ・メ・ハ・メ・波ぁぁ～！」やっぱりコレだよな。 
V0000339653	何よ。悟空なんて子供じゃない。亀仙人はただのエロじじいだし。やっぱり、北斗の拳よ。	
V0000339654	何よ。悟空なんて子供じゃない。亀仙人はただのエロじじいだし。やっぱり、北斗の拳よ。 
V0000339655	北斗の拳～！？	
V0000339656	北斗の拳～！？ 
V0000339657	「お前はもう、死んでいる。」ケンシロウ格好良すぎ！	
V0000339658	"「お前はもう、死んでいる。」ケンシロウ格好良すぎ！ 
P0000149677	"お前 ""一応、女
P0000149677	だろ。「動物のお医者さん」とか、普通はそういうんだろ。
P0000149678	"お前 ""一応、女
P0000149678	だろ。「動物のお医者さん」とか、普通はそういうんだろ。 
V0000339659	何よ、その一応、女って。れっきとした乙女ですう。「あたたたたたたたたたたたたたたたたたたたた・・・」ケンシロウの北斗百裂拳ってほんとうに最高だわ。しびれるう～。	
V0000339660	"何よ、その一応、女って。れっきとした乙女ですう。「あたたたたたたたたたたたたたたたたたたたた・・・」ケンシロウの北斗百裂拳ってほんとうに最高だわ。しびれるう～。 
V0000339661	全巻
V0000339662	マジ
V0000339663	四次元
V0000339664	わくわく
V0000339665	ひみつ道具
V0000339666	断然
V0000339667	この間タツオの家に遊びに行ったら、タツオ、「ドラえもん」全巻持っててさあ。	
V0000339668	"この間タツオの家に遊びに行ったら、タツオ、「ドラえもん」全巻持っててさあ。 
V0000339669	マジで。すごいねー。	
V0000339670	マジで。すごいねー。 
V0000339671	お父さんに買ってもらったんだって。	
V0000339672	お父さんに買ってもらったんだって。 
V0000339673	あの、ドラえもんが四次元ポケットからひみつ道具を出す時の、あれ。「（ドラえもんになりきって）タケコプター」ってやつ。あれ聞くとすごくワクワクするよね。	
V0000339674	"あの、ドラえもんが四次元ポケットからひみつ道具を出す時の、あれ。「（ドラえもんになりきって）タケコプター」ってやつ。あれ聞くとすごくワクワクするよね。 
V0000339675	ひみつ道具でしょ。すっごいワクワクする。私はね、「（ドラえもんになりきって）どこでもドア」が一番わくわくするね。	
V0000339676	"ひみつ道具でしょ。すっごいワクワクする。私はね、「（ドラえもんになりきって）どこでもドア」が一番わくわくするね。 
V0000339677	恋人にするなら、シズカちゃんより断然ドラミちゃんだね。	
V0000339678	恋人にするなら、シズカちゃんより断然ドラミちゃんだね。 
V0000339679	なんで。	
V0000339680	なんで。 
V0000339681	だって、四次元ポケット持ってるじゃん。ドラミちゃん歌もうまいし。楽しいって。	
V0000339682	だって、四次元ポケット持ってるじゃん。ドラミちゃん歌もうまいし。楽しいって。 
V0000339683	上陸
V0000339684	可能性
V0000339685	最悪
V0000339686	七月になって台風が多いよな	
V0000339687	七月になって台風が多いよな 
V0000339688	そうそう、七月から九月だけで３０個ぐらいは日本に上陸するもんね。	
V0000339689	そうそう、七月から九月だけで３０個ぐらいは日本に上陸するもんね。 
V0000339690	大雨だし、強風だし、、、けど台風が来れば学校が休みになる可能性も高いけどね。どこにも行けないけど。。	
V0000339691	大雨だし、強風だし、、、けど台風が来れば学校が休みになる可能性も高いけどね。どこにも行けないけど。。 
V0000339692	どうやら、ニ、三日したら、台風４号が来るかもしれないらしいよ。	
V0000339693	どうやら、ニ、三日したら、台風４号が来るかもしれないらしいよ。 
V0000339694	えーっ！今度の日曜日、釣りに行こうと思ってんのに。。。ダメじゃん。。。	
V0000339695	えーっ！今度の日曜日、釣りに行こうと思ってんのに。。。ダメじゃん。。。 
V0000339696	そりゃー、しょうがないわ。	
V0000339697	そりゃー、しょうがないわ。 
V0000339698	しかも台風が過ぎた後は台風一過ですごい晴れて、めっちゃ気温が上がって。良いことないわ。	
V0000339699	しかも台風が過ぎた後は台風一過ですごい晴れて、めっちゃ気温が上がって。良いことないわ。 
V0000339700	そうそう。最悪。	
V0000339701	そうそう。最悪。 
V0000339702	今朝
V0000339703	残業
V0000339704	かどうか
V0000339705	やり直す
V0000339706	修正
V0000339707	要望
V0000339708	内緒
V0000339709	一段落
V0000339710	落とす
V0000339711	おはようございまーす。	
V0000339712	おはようございまーす。 
V0000339713	あ、野村さんおはようございます。	
V0000339714	あ、野村さんおはようございます。 
V0000339715	アグネスさん、今朝も早いね。昨日も遅くまで残業していたでしょ？	
V0000339716	アグネスさん、今朝も早いね。昨日も遅くまで残業していたでしょ？ 
V0000339717	昨日、ゴリさんから電話があって。。。色を変えなきゃならなくなったんです。だから間に合うかどうか心配で。	
V0000339718	昨日、ゴリさんから電話があって。。。色を変えなきゃならなくなったんです。だから間に合うかどうか心配で。 
V0000339719	ええっ！今から？それはひどいねー。	
V0000339720	ええっ！今から？それはひどいねー。 
V0000339721	違う色でやり直してたら、全体を修正しないわけにはいかなくなってしまって。。。	
V0000339722	違う色でやり直してたら、全体を修正しないわけにはいかなくなってしまって。。。 
V0000339723	大丈夫？プレゼンは明日でしょう？	
V0000339724	大丈夫？プレゼンは明日でしょう？ 
V0000339725	でも、クライアントの要望だから聞かざるをえないですよねぇ。	
V0000339726	でも、クライアントの要望だから聞かざるをえないですよねぇ。 
V0000339727	そうねえ。。。そういう困ったクライアント、多いのね。あ、今の、社長には内緒よ。	
V0000339728	そうねえ。。。そういう困ったクライアント、多いのね。あ、今の、社長には内緒よ。 
V0000339729	社長のお友達ですもんね。	
V0000339730	社長のお友達ですもんね。 
V0000339731	だから、言うことを聞かないわけにいかないんだけどね。	
V0000339732	だから、言うことを聞かないわけにいかないんだけどね。 
V0000339733	ああー、どうしよう。間に合うかしら。	
V0000339734	ああー、どうしよう。間に合うかしら。 
V0000339735	僕、今日の仕事が一段落したら手伝ってあげるよ。この仕事は落とすわけにはいかないでしょう。	
V0000339736	僕、今日の仕事が一段落したら手伝ってあげるよ。この仕事は落とすわけにはいかないでしょう。 
V0000339737	いいんですか？ごめんなさい。	
V0000339738	いいんですか？ごめんなさい。 
V0000339739	いいんだよ。入社したばかりでこんなきつい仕事、大変だろう。後で誰か他にも手伝えるかどうか聞いてみるよ。	
V0000339740	いいんだよ。入社したばかりでこんなきつい仕事、大変だろう。後で誰か他にも手伝えるかどうか聞いてみるよ。 
V0000339741	ありがとうございます！	
V0000339742	ありがとうございます！ 
V0000339743	オタク
V0000339744	ひるむ
V0000339745	日本刀
V0000339746	チンピラ
V0000339747	筆頭
V0000339748	モヒカン
V0000339749	ぶつかる
V0000339750	陰
V0000339751	家路
V0000339752	狩り
V0000339753	覚悟
V0000339754	いてっ！	
V0000339755	いてっ！ 
V0000339756	（いきなり陰から出てきて、ぶつかってきたのはあなたじゃないですか。なんなんですか）	
V0000339757	（いきなり陰から出てきて、ぶつかってきたのはあなたじゃないですか。なんなんですか） 
V0000339758	肩がいてーなー。どうしてくれんだよー。	
V0000339759	肩がいてーなー。どうしてくれんだよー。 
V0000339760	3人組か。モヒカンを筆頭に全員チンピラ風。これって・・・世に言うオタク狩りってやつ！？）	
V0000339761	3人組か。モヒカンを筆頭に全員チンピラ風。これって・・・世に言うオタク狩りってやつ！？） 
P0000149679	許してほしければ、ドラゴンボールのマンガ全部と
P0000149679	を渡しな。	
P0000149680	許してほしければ、ドラゴンボールのマンガ全部と
P0000149680	を渡しな。 
V0000339762	（あっ、やっぱりオタク狩りってやつですか。。。）	
V0000339763	（あっ、やっぱりオタク狩りってやつですか。。。） 
V0000339764	（男、持っていた日本刀をだす。ひるむ若い男達。）	
V0000339765	おっオタクが、そっ、そんな物だしていいのか。	
V0000339766	おっオタクが、そっ、そんな物だしていいのか。 
V0000339767	覚悟しろよ。	
V0000339768	覚悟しろよ。 
V0000339769	方面
V0000339770	グルメ天国
V0000339771	独特
V0000339772	食べ尽くす
V0000339773	記入する
V0000339774	航空券
V0000339775	予約
V0000339776	町並み
V0000339777	うだるような
V0000339778	いらっしゃいませ。	
V0000339779	いらっしゃいませ。 
V0000339780	来月にアジア方面に旅行を考えているんですが、どこかオススメの場所はありませんか。	
V0000339781	来月にアジア方面に旅行を考えているんですが、どこかオススメの場所はありませんか。 
V0000339782	何日間くらいを考えていらっしゃいますか。	
V0000339783	何日間くらいを考えていらっしゃいますか。 
V0000339784	一週間くらいです。	
V0000339785	一週間くらいです。 
V0000339786	ちょっと調べてみますね。少々お待ちください。二名様でよろしいですか。	
V0000339787	ちょっと調べてみますね。少々お待ちください。二名様でよろしいですか。 
V0000339788	はい。お願いします。(三、四分後)	
V0000339789	はい。お願いします。(三、四分後) 
V0000339790	お待たせしました。今、一番のオススメは中国の上海ですね。7泊8日ホテル付きで１名様68,000円です。	
V0000339791	お待たせしました。今、一番のオススメは中国の上海ですね。7泊8日ホテル付きで１名様68,000円です。 
V0000339792	上海ですか。	
V0000339793	上海ですか。 
V0000339794	上海は今人気ですよ。ヨーロッパ文化と中国文化がミックスされた町並みは上海独特できれいですし、上海はアジアのグルメ天国と言われてますから、食べ物もすごくおいしいですよ。	
V0000339795	上海は今人気ですよ。ヨーロッパ文化と中国文化がミックスされた町並みは上海独特できれいですし、上海はアジアのグルメ天国と言われてますから、食べ物もすごくおいしいですよ。 
V0000339796	どうする？（同席のユミに聞く）	
V0000339797	どうする？（同席のユミに聞く） 
V0000339798	真夏の上海はものすごく暑いって聞くけど大丈夫かしら。	
V0000339799	真夏の上海はものすごく暑いって聞くけど大丈夫かしら。 
V0000339800	この時期、アジアはどこでもうだるような暑さだよ。	
V0000339801	この時期、アジアはどこでもうだるような暑さだよ。 
V0000339802	そうよね。中華料理食べ尽くしっていうのもいいわねえ。	
V0000339803	そうよね。中華料理食べ尽くしっていうのもいいわねえ。 
V0000339804	じゃあ、決まり！すいません、では上海でお願いします。	
V0000339805	じゃあ、決まり！すいません、では上海でお願いします。 
V0000339806	ありがとうございます。では早速予約を入れたいと思いますので、この用紙に必要事項をご記入ください。	
V0000339807	ありがとうございます。では早速予約を入れたいと思いますので、この用紙に必要事項をご記入ください。 
V0000339808	わかりました。	
V0000339809	わかりました。 
V0000339810	反省
V0000339811	認識する
P0000149681	無駄に
V0000339812	へこむ
V0000339813	廃棄
V0000339814	廃棄処分
V0000339815	ぎりぎり
V0000339816	賞味期限
V0000339817	浸透する
V0000339818	配給
V0000339819	福祉団体
V0000339820	非営利
V0000339821	引き取る
V0000339822	無償
V0000339823	過程
V0000339824	製造販売
V0000339825	企業
V0000339826	社会派
V0000339827	フードバンクっていう活動、知ってる？この間、たまたま雑誌で読んだんだけど、それを読んだら、今までの私のスーパーでの食品の買い方を反省させられちゃったわ。	
V0000339828	フードバンクっていう活動、知ってる？この間、たまたま雑誌で読んだんだけど、それを読んだら、今までの私のスーパーでの食品の買い方を反省させられちゃったわ。 
V0000339829	フードバンクって何のこと？	
V0000339830	フードバンクって何のこと？ 
V0000339831	フードバンクって、企業が食品を製造販売する過程で、商品にならなくなってしまったものを、無償で引き取って、それを非営利の福祉団体などを通して、食べ物に困っている人々へ無償で配給しようとするシステムなんですって。	
V0000339832	フードバンクって、企業が食品を製造販売する過程で、商品にならなくなってしまったものを、無償で引き取って、それを非営利の福祉団体などを通して、食べ物に困っている人々へ無償で配給しようとするシステムなんですって。 
V0000339833	へぇー。なるほどね。	
V0000339834	へぇー。なるほどね。 
V0000339835	アメリカでは、ずいぶん浸透しつつある活動らしいよ。	
V0000339836	アメリカでは、ずいぶん浸透しつつある活動らしいよ。 
V0000339837	ふーん、だけど、なんで、それがスーパーでの食品の買い方と関係があるわけ？	
V0000339838	ふーん、だけど、なんで、それがスーパーでの食品の買い方と関係があるわけ？ 
V0000339839	たとえば、牛乳を買うときは、賞味期限ができるだけ先の牛乳を選んで買ってたんだけど、みんながそういう買い方をするから、賞味期限ぎりぎりの牛乳ばかりが残っちゃって、それが結局廃棄処分になるわけよ。	
V0000339840	たとえば、牛乳を買うときは、賞味期限ができるだけ先の牛乳を選んで買ってたんだけど、みんながそういう買い方をするから、賞味期限ぎりぎりの牛乳ばかりが残っちゃって、それが結局廃棄処分になるわけよ。 
V0000339841	なるほどね。みんながなるべく賞味期限が近いものを買っていけば、それだけ廃棄される食べ物が少なくなるもんな。	
V0000339842	なるほどね。みんながなるべく賞味期限が近いものを買っていけば、それだけ廃棄される食べ物が少なくなるもんな。 
V0000339843	そういうことよ。それに、パッケージがちょっとでもへこんでたりする商品は買わなかったりするでしょ。だから、中身に何の問題もなくても、パッケージが汚れたり傷ついたりした商品は廃棄処分されているのが現状らしいわ。	
V0000339844	そういうことよ。それに、パッケージがちょっとでもへこんでたりする商品は買わなかったりするでしょ。だから、中身に何の問題もなくても、パッケージが汚れたり傷ついたりした商品は廃棄処分されているのが現状らしいわ。 
V0000339845	確かに、わざわざパッケージが汚れている商品は買わないよな。	
V0000339846	確かに、わざわざパッケージが汚れている商品は買わないよな。 
V0000339847	フードバンクの活動が浸透することは大切だけど、それと同時に、私たち消費者も食品が無駄に廃棄されていることを認識する必要があるわね。	
V0000339848	フードバンクの活動が浸透することは大切だけど、それと同時に、私たち消費者も食品が無駄に廃棄されていることを認識する必要があるわね。 
V0000339849	なんか、今日の君は、ずいぶん社会派だね。	
V0000339850	なんか、今日の君は、ずいぶん社会派だね。 
V0000339851	二度寝
V0000339852	遠回り
V0000339853	路線
V0000339854	めどが立たない
V0000339855	再開
V0000339856	見合わせる
V0000339857	全線
V0000339858	発生
V0000339859	人身事故
V0000339860	長蛇の列
V0000339861	うーん…あ、もう朝？昨日も終電まで残業してたから、眠い…あと少しだけ寝よう…。	
V0000339862	うーん…あ、もう朝？昨日も終電まで残業してたから、眠い…あと少しだけ寝よう…。 
V0000339863	（駅の音）	
V0000339864	お客様にお知らせします。先ほど人身事故が発生いたしました関係で、ただいま全線で運転を見合わせております。	
V0000339865	お客様にお知らせします。先ほど人身事故が発生いたしました関係で、ただいま全線で運転を見合わせております。 
V0000339866	ええーっ！人身事故！いつ動くのかしら？	
V0000339867	ええーっ！人身事故！いつ動くのかしら？ 
V0000339868	あ、駅員さん、すみません。運転再開まで、どれくらいかかりそうですか？	
V0000339869	あ、駅員さん、すみません。運転再開まで、どれくらいかかりそうですか？ 
V0000339870	申し訳ございません、ただいま再開のめどが立っておりません。	
V0000339871	申し訳ございません、ただいま再開のめどが立っておりません。 
V0000339872	そんなあ！私、今日だけは遅刻できないのに…。	
V0000339873	そんなあ！私、今日だけは遅刻できないのに…。 
V0000339874	バスで別の路線の駅に向かっていただけないでしょうか。	
V0000339875	バスで別の路線の駅に向かっていただけないでしょうか。 
V0000339876	そんな遠回りしている場合じゃないのよー。仕方がないわ、タクシーで行こう。	
V0000339877	そんな遠回りしている場合じゃないのよー。仕方がないわ、タクシーで行こう。 
V0000339878	うわあ、タクシー乗り場も長蛇の列！これじゃ間に合わない。あ、そうだ、会社に電話しなきゃ。	
V0000339879	うわあ、タクシー乗り場も長蛇の列！これじゃ間に合わない。あ、そうだ、会社に電話しなきゃ。 
V0000339880	はい、デザインオフィスＪでございます。 
V0000339881	もしもし、村上アグネスです。実は、人身事故で電車が止まってしまって、会社に遅れそうなんです。	
V0000339882	もしもし、村上アグネスです。実は、人身事故で電車が止まってしまって、会社に遅れそうなんです。 
V0000339883	ええっ！だって今日、10時からプレゼンだろ？	
V0000339884	ええっ！だって今日、10時からプレゼンだろ？ 
V0000339885	渋滞
V0000339886	先頭
V0000339887	昼過ぎ
V0000339888	下道
V0000339889	裏道
V0000339890	彼氏
V0000339891	彼女
V0000339892	まじ
V0000339893	この先渋滞中だってさー。	
V0000339894	この先渋滞中だってさー。 
V0000339895	えー、どれぐらい渋滞してるのー。	
V0000339896	えー、どれぐらい渋滞してるのー。 
V0000339897	ラジオでは談合坂を先頭に25キロの渋滞。。。たぶん、河口湖に着くのは昼過ぎになっちまうかも。	
V0000339898	ラジオでは談合坂を先頭に25キロの渋滞。。。たぶん、河口湖に着くのは昼過ぎになっちまうかも。 
V0000339899	まーじーでー。下道（したみち）で行ったらどんくらいかかる？	
V0000339900	まーじーでー。下道（したみち）で行ったらどんくらいかかる？ 
V0000339901	んー。。これくらいの渋滞だったら、上で行っても、下道（したみち）で行くのと変わんねぇんじゃねーの。	
V0000339902	んー。。これくらいの渋滞だったら、上で行っても、下道（したみち）で行くのと変わんねぇんじゃねーの。 
V0000339903	裏道とか無いの？	
V0000339904	裏道とか無いの？ 
V0000339905	わからん。。。	
V0000339906	わからん。。。 
V0000339907	だから休みの日に出かけるのは嫌なんだよねー。	
V0000339908	だから休みの日に出かけるのは嫌なんだよねー。 
V0000339909	逆立ち
V0000339910	恥ずかしい
V0000339911	人様
V0000339912	手塩にかける
V0000339913	跳ぶ
V0000339914	一人前
V0000339915	習得
V0000339916	技
V0000339917	でかした
V0000339918	着地する
V0000339919	完璧(な)
V0000339920	よし、太郎、そこで壁をジャンプして逆立ちで着地するんだ！	
V0000339921	よし、太郎、そこで壁をジャンプして逆立ちで着地するんだ！ 
V0000339922	キーキーキー	
V0000339923	キーキーキー 
