V0000316097	さんがにち
V0000316602	おや？ カウンターの それぞれ せきの りょうわきに しきりと、まえに のれんが ありますねー。	
V0000316603	おや？ カウンターの それぞれ せきの りょうわきに しきりと、まえに のれんが ありますねー。 
V0000316604	そうなんですよ。	
V0000316605	そうなんですよ。 
V0000316606	このしきりは、 おきゃくさんに ラーメンの あじに しゅうちゅうしてもらうために つくってあります。	
V0000316607	このしきりは、 おきゃくさんに ラーメンの あじに しゅうちゅうしてもらうために つくってあります。 
V0000316608	このカウンターせきに すわると、りょうわきも まえも みえませんからね。	
V0000316609	このカウンターせきに すわると、りょうわきも まえも みえませんからね。 
V0000316610	なるほどー。	
V0000316611	なるほどー。 
V0000316612	あと、このシステムがあるため、 じょせいのおきゃくさんも おおいんです。	
V0000316613	あと、このシステムがあるため、 じょせいのおきゃくさんも おおいんです。 
V0000316614	ああ、ひとりでは ラーメンやさんに はいりにくい・・・と かんじるじょせいは おおいですからね。	
V0000316615	ああ、ひとりでは ラーメンやさんに はいりにくい・・・と かんじるじょせいは おおいですからね。 
V0000316616	そのとおりです。	
V0000316617	そのとおりです。 
V0000316618	それから、このおみせの ラーメンのスープは トンコツあじなんですが・・・はい、オーダーようしと えんぴつ。	
V0000316619	それから、このおみせの ラーメンのスープは トンコツあじなんですが・・・はい、オーダーようしと えんぴつ。 
V0000316620	ん？このオーダーようしに じぶんでかいて、ちゅうもんするんですか？	
V0000316621	ん？このオーダーようしに じぶんでかいて、ちゅうもんするんですか？ 
V0000316622	そうです。じぶんの たべたいあじになるように、 あじを えらぶんです。	
V0000316623	そうです。じぶんの たべたいあじになるように、 あじを えらぶんです。 
V0000316624	オーダーようしに かいてある こうもくに マルを してください。	
V0000316625	オーダーようしに かいてある こうもくに マルを してください。 
V0000316626	へー。じゃ、わたしは・・・・スープは...こってり。（マルをするおと）めんは かため・・・	
V0000316627	へー。じゃ、わたしは・・・・スープは...こってり。（マルをするおと）めんは かため・・・ 
V0000316628	うかがう
V0000316629	うらみ
V0000316630	あやしい
V0000316631	おそろしい
V0000316632	かこ
V0000316633	すいりしょうせつか
V0000316634	ほうせきてん
V0000316635	てんしゅ
V0000316636	にぎる
P0000123222	みなさん、こんばんは。
P0000123222	マキコ です。	
P0000123223	みなさん、こんばんは。
P0000123223	マキコ です。 
V0000316637	きょうは、すいりしょうせつか、あずまごろう せんせいに せんせいの しんさく「ダイングメッセージ」について おはなしを うかがいたいと おもいます。	
V0000316638	"きょうは、すいりしょうせつか、あずまごろう せんせいに せんせいの しんさく「ダイングメッセージ」について おはなしを うかがいたいと おもいます。 
V0000316639	せんせい よろしくおねがいします。	
V0000316640	せんせい よろしくおねがいします。 
V0000316641	はい。このしょうせつは、「ダイングメッセージ」で はんにんが わかったところから、ものがたりが はじまります。	
V0000316642	"はい。このしょうせつは、「ダイングメッセージ」で はんにんが わかったところから、ものがたりが はじまります。 
V0000316643	「あるほうせきてんの てんしゅが ころされた。とうぜん、かぎは しめてあった。	
V0000316644	"「あるほうせきてんの てんしゅが ころされた。とうぜん、かぎは しめてあった。 
V0000316645	みせの ゆかには、ダイアモンドが なんこも おちていた。	
V0000316646	みせの ゆかには、ダイアモンドが なんこも おちていた。 
V0000316647	てんしゅは ダイアモンドを ひとつ にぎっていたが、おみせの ほうせきや げんきんは ひとつも ぬすまれていなかった。	
V0000316648	てんしゅは ダイアモンドを ひとつ にぎっていたが、おみせの ほうせきや げんきんは ひとつも ぬすまれていなかった。 
V0000316649	けいさつは てんしゅに うらみを もったものが はんにんであると かんがえ、のだ せつこ、なかむら ゆきこ、さいとう じゅんこの 3にんが あやしいと かんがえた。	
V0000316650	けいさつは てんしゅに うらみを もったものが はんにんであると かんがえ、のだ せつこ、なかむら ゆきこ、さいとう じゅんこの 3にんが あやしいと かんがえた。 
V0000316651	ひとりの けいじが、ようぎしゃの たんじょうびを しらべた。	
V0000316652	ひとりの けいじが、ようぎしゃの たんじょうびを しらべた。 
V0000316653	のだは 3がつうまれ、なかむらは 4がつうまれで、さいとうは 12がつうまれである。」	
V0000316654	"のだは 3がつうまれ、なかむらは 4がつうまれで、さいとうは 12がつうまれである。」 
V0000316655	おおお、かんたんに はんにんが わかりましたね。わたしにも はんにんが だれか わかります。	
V0000316656	おおお、かんたんに はんにんが わかりましたね。わたしにも はんにんが だれか わかります。 
V0000316657	そして、そこから、はんにんの かなしいじんせい、ころされたてんしゅの おそろしいかこが わかっていく・・・という ものがたり です。	
V0000316658	そして、そこから、はんにんの かなしいじんせい、ころされたてんしゅの おそろしいかこが わかっていく・・・という ものがたり です。 
V0000316659	では、ここで コマーシャルが はいります。	
V0000316660	では、ここで コマーシャルが はいります。 
V0000316661	れきし
V0000316662	ふぁいるする
