V0000361331	木星（もくせい） あの上の方で光っている星は木星だ
V0000364619	間違って（まちがって）
V0000364620	ユーフォー ユー・エフ・オー 未確認飛行物体 （みかくにんひこうぶったい） 
V0000364621	直前に（ちょくぜん） 沸騰直前の湯（ふっとうちょくぜんのゆ） 試験の直前に 直後に（ちょくご）
P0000157088	ピエロ 道化師（どうけし）
P0000157088	ピエロはわざと転んだ（ころんだ）
V0000364622	入学する（にゅうがく） 彼はこの春東京大学に入学した
V0000364623	孤立語（こりつご）
V0000364624	殺人犯（さつじんはん）/殺人者 殺害者（さつがいしゃ）
V0000364625	思い出（おもいで） 子供のころの思い出 にふける
P0000157089	真っ二つ（まっぷたつ）に割れる（われます）
P0000157089	半分に分ける
P0000157089	すいかを真っ二つに割った 医学界は真っ二つに割れた
V0000364626	登る（のぼります） 登山する（とざん） 山に登る
V0000364627	折れる（おれます） 手の骨が折れている
V0000364628	探検版（たんけんばん）
P0000157090	別品（べっぴん）
P0000157090	美人（びじん）
V0000364629	プロ・スポーツ 江戸時代に相撲はプロ・スポーツになった
P0000157091	立ち寄る（たちよります） 
P0000157091	昨日兄が私の家に立ち寄った
V0000364630	外出（がいしゅつ） 出掛ける 外出嫌いの人 彼は外出中だ 彼の外出先を知っていますか （がいしゅつさき）
V0000364631	可愛い（かわいい）
V0000364632	野球場（やきゅうじょう）
P0000157092	性格（せいかく） 
P0000157092	正確（な）（せいかく） 
P0000157092	人格（じんかく） 
P0000157092	人柄（ひとがら） 
P0000157092	ジョンは性格が陽気だ
P0000157093	勝者（しょうしゃ） 
P0000157093	勝利者（しょうりしゃ）
V0000364633	喃語（なんご） 
V0000364634	知能（ちのう） この子の知能は平均以上だ
V0000364635	気球（ききゅう） 風船（ふうせん） 気球に乗る 気球が空に浮かんでいた
V0000364636	ゼラチン
V0000364637	強調する（きょうちょう） １８世紀の流行は胸の部分を強調していた
V0000364638	料理が上手 一郎さんの母は美人だし、料理も上手です
V0000364639	避雷針（ひらいしん） 羅針盤（らしんばん）
V0000364640	手話（しゅわ） 手話法（しゅわほう） 手話 (法) で話す 手話通訳者
V0000364641	ぺちゃんこ（の） 平ら（な）（たいら） ぺちゃんこの鼻 自転車のタイヤがぺちゃんこだ. 空気を入れなきゃ 地震で家がぺちゃんこになった
V0000364642	近道（ちかみち） 学校への近道だ
P0000157094	内側（うちがわ）
P0000157094	室内（しつない）
P0000157094	窓の内側に男の頭を見えた 門には内側から錠がおりていた 内側のポケット
V0000364643	身振り（みぶり） ジェスチャー ジェスチャーは怒った（おこった）身振りをした
V0000364644	恩恵（おんけい） 恩（おん）
V0000364645	河馬（かば） 河馬の二頭
V0000364646	劇場（げきじょう）
V0000364647	マイクロホン マイク 盗聴器（とうちょうき）
V0000364648	まあまあ（の） まあまあの成績（せいせき）
V0000364649	暦（こよみ） カレンダー
V0000364650	背びれ（せびれ） 尾びれ（おびれ）
V0000364651	井の中の蛙（大界を知らず） いのなかのかわず（たいかいをしらず）
V0000364652	トイレットペーパー ちり紙（ちりがみ） 
P0000157095	(俗) 
P0000157095	どんだけ...(俗) なんて
V0000364653	道化師（どうけし）
V0000364654	財産（ざいさん） 私有財産 父は株で財産を失った
V0000364655	いつも通り（とおり） 私はいつも通り手を洗った
V0000364656	寸法（すんぽう） スーツを作る時は正確に寸法を測る（はかる）必要がある
P0000157096	自国（じこく） 時刻（じこく）
P0000157096	母国（ぼこく）
P0000157096	当局は自国の通貨を安定した
V0000364657	刑務所（けいむしょ）
V0000364658	探検（たんけん） 探検家（たんけんか） 彼はその無人島の探検を希望している
P0000157097	毛虫（けむし）
P0000157097	芋虫（いもむし）
V0000364659	陰核（いんかく） クリトリス
V0000364660	キャベツ
P0000157098	～と　絶交する（ぜっこう） 
P0000157098	絶好（の）（ぜっこう） 彼とはとっくに絶交した 君とはもう絶交だ
V0000364661	唾（つば） 唾液（だえき） よだれ 唾を吐く（はく）
V0000364662	切開　（せっかい） 切開する 切開手術
P0000157099	羨ましい（うらやましい）
P0000157099	嫉妬深い（しっとぶかい）
P0000157099	私はあの人の成功がうらやましいです
V0000364663	大豆（だいず）
P0000157100	～てしまう 
P0000157100	～きる 本を読んでしまった/読みきった
V0000364664	～だらけ ～まみれ 泥だらけの靴 部屋はごみだらけだ
V0000364665	履修する（りしゅう） 去年は何科目を履修しましたか
V0000364666	ゴリラ
P0000157101	降参（こうさん） 降伏（こうふく）
P0000157101	ぜったい降参しない
V0000364667	こけし(人形)
P0000157102	長年の（ながねん） 長い間（ながいあいだ）
P0000157102	長年の習慣（しゅうかん）
V0000364668	（お）尻（しり）
V0000364669	生け花（いけばな） 華道（かどう） 花を生ける（いける）
V0000364670	毛を抜く（けをぬきます） 脱毛する（だつもう）
V0000364671	狼煙（のろし） のろしを上げる
P0000157103	開花（かいか） 咲く（さきます） 
P0000157103	３日すれば開花するでしょう
V0000364672	恐怖（きょうふ） 彼女は恐怖で失神した
V0000364673	相違（そうい） 違い（ちがい） 二つの単語の間に意味の相違がない
P0000157104	狒々（ひひ）
P0000157104	狒々おやじ
V0000364674	通信（つうしん）
V0000364675	程度（ていど） 程度の低い話題 それはある程度本当だ
P0000157105	惑星（わくせい） 
P0000157105	ダークホース 政界の惑星
V0000364676	海軍（かいぐん） 父は海軍にいました
P0000157106	昼ご飯（ひるごはん） 
P0000157106	昼食（ちゅうしょく） 
P0000157106	お昼（おひる）
V0000364677	役立つ（やくだちます） スポーツは筋肉の発達に役立つ
V0000364678	頻繁（な）（ひんぱん） そこで台風が秋に頻繁に起こっている 頻繁に よく しばしば 度々（たびたび）
V0000364679	引っ張る（ひっぱります） 車は故障したので、綱をつけて引っ張った このひもを強く引っ張って下さい
V0000364680	仕事をやる
V0000364681	燃える（もえます） 多くの家は燃えていた
V0000364682	国際（こくさい）
V0000364683	共存（きょうぞん・きょうそん） 平和共存 共存共栄 （きょうそんきょうえい）
V0000364684	こいつ こいつは便利だ
P0000157107	是非（ぜひ）　
P0000157107	～たい ぜひあなたと踊りたいです
V0000364685	はしご 私ははしごを使って屋根に登った
V0000364686	出勤する（しゅっきん） 彼は雨の日以外は毎日徒歩で出勤する 1時間遅れて出勤した
P0000157108	ほとんど 
P0000157108	大抵（たいてい）　
P0000157108	大半は/が（たいはん）
V0000364687	エジプト
V0000364688	一回（いっかい） 一度（いちど）
V0000364689	教科書（きょうかしょ）
V0000364690	答える（こたえます） 質問に答える
V0000364691	人差し指（ひとさしゆび）
P0000157109	認める（みとめます） 
P0000157109	暗やみに二つの人影が認められた
V0000364692	仏教（ぶっきょう）
V0000364693	寝具（しんぐ） 寝具をたたむ
V0000364694	安売り（やすうり） 私はこのセーターを安売りで買いました
P0000157110	～に　関心がある（かんしん） 感心する（かんしん）
P0000157110	～に　興味がある（きょうみ）
P0000157110	ジャックは絵に関心がある
P0000157111	ふるい 古い（ふるい）
P0000157111	ふるいにかける
V0000364695	年月（としつき） 期間（きかん） １０年というは、振り返ってみると（ふりかえる）短い年月 ２０年とは長い年月だ
V0000364696	結核（けっかく）
P0000157112	割る（わります） 砕く（くだきます）
P0000157112	窓ガラスを割ってしまった
V0000364697	駒（こま）
V0000364698	言いたいことは 私が言いたいは、日本人はポーランド語が下手です
V0000364699	またいらっしゃってください
P0000157113	びっくりする 驚く（おどろきます） びくびくする 
P0000157113	私のテストは１００点でした。びっくりしました
P0000157114	児童（じどう） 自動（じどう）
P0000157114	小学校の児童
V0000364700	蝗（いなご） 飛蝗（ばった）
P0000157115	嘘吐き（うそつき） 
P0000157115	うそつけ 
V0000364701	恥じる（はじます） 私は彼女に顔を見せるのが恥じた
V0000364702	傷跡（きずあと） 傷跡ははっきり残っている
P0000157116	カフス 
P0000157116	カフスボタン 
V0000364703	豚肉（ぶたにく）
P0000157117	農家（のうか） 
P0000157117	百姓（ひゃくしょう） 
P0000157117	私は農家の出だ 農家は秋に忙しい 彼の両親はお百姓でした
P0000157118	振り返る（ふりかえます） 
P0000157118	回想する（かいそう）
P0000157118	思い出す（おもいだす） 過去の幸福な日々を振り返って涙を流した
V0000364704	色彩豊か（しきさいゆたか） 雄孔雀の羽が色彩豊かだ
V0000364705	あっち行け！
V0000364706	削岩機（さくがんき）
V0000364707	上着（うわぎ）
P0000157119	～を　変更する（へんこう） ～を　変える（かえます）
P0000157119	暗証番号を変更する
V0000364708	駅員（えきいん）
V0000364709	チーズ
P0000157120	潜る（もぐります） 
P0000157120	カエルは冬の間土の中に潜って過ごします
V0000364710	聞く/訊く（きく） 質問する（しつもん） 問う（といます） 
P0000157121	腕前（うでまえ）
P0000157121	能力（のうりょく） 
P0000157121	技術（ぎじゅつ） 
P0000157121	彼の運転の腕前は大したものだ 彼は十分に腕前を発揮していない
V0000364711	奨学金（しょうがくきん） 彼は奨学金をもらって勉強した
V0000364712	それでも 彼女は優しいですけど、それでも彼女が好きになれない
P0000157122	言い付ける（いいつけます） 
P0000157122	母は私に部屋を掃除を言いつけた
P0000157123	鮪（まぐろ） 
P0000157123	枕（まくら） 
P0000157123	土竜（もぐら）
V0000364713	無数（むすう） 宇宙には無数の星がある
V0000364714	～を　慰める（なぐさめます） 悲しい時に人を慰める 慰め合う（なぐさめあいます）
V0000364715	中華民国（ちゅうかみんこく） 台湾（たいわん）
P0000157124	粋（な）（いき） スマートな 
P0000157124	いきな人 黒い服でかえっていきに見えた
P0000157125	手作り（てづくり） 
P0000157125	手製の（てせい）
P0000157125	これらの手作りの品は品質が違ってる
P0000157126	絶好（の）（ぜっこう） 
P0000157126	～と　絶交する（ぜっこう） 理想的（りそうてき） 完璧（かんぺき） 今が絶好の時だ 絶好のコンディションで試験に臨んだ 今日は絶好のマラソン日和だ
V0000364716	貧しい（まずしい） 貧乏（な）（びんぼう） 貧しい家
V0000364717	もっと早く
P0000157127	言い付ける（いいつけます） 
P0000157127	パパに言いつけるよ
V0000364718	斧（おの） 木こりは木を斧で切り倒す
V0000364719	嗄れ声（しゃがれごえ） しゃがれる（しゃがれます） 彼の声はしゃがれていた
V0000364720	塩分（えんぶん） 塩分の高い食事をとると、高血圧の原因になるかもしれない 分を含んだ水
V0000364721	それとも 刺身を食べますか。 それともすき焼きにしますか 寿司？それとも、すき焼き？
V0000364722	襲撃する（しゅうげき） 敵を襲撃する 都市を襲撃する
V0000364723	パパ
P0000157128	頭脳（ずのう）
P0000157128	知能（ちのう）
P0000157128	人工頭脳 彼は頭脳的プレーを見せた
V0000364724	味わう（あじわいます） 美しい景色を味わう
V0000364725	直腸（ちょくちょう）
V0000364726	リアウインドー フロントガラス
V0000364727	げっぷする
V0000364728	名字（みょうじ）
V0000364729	次々（つぎつぎ）
V0000364730	キャッシュカード
P0000157129	広告板（こうこくばん） 掲示板（けいじばん）
P0000157129	広告する 掲示
V0000364731	えび
V0000364732	やれやれ（と思う） やれやれ, やっと着いた やれやれ, これで助かった
V0000364733	カプチーノ
V0000364734	アルバム
V0000364735	雑費（ざっぴ）
P0000157130	じゃが芋（じゃがいも） 
P0000157130	ジャガイモ
V0000364736	つながり 心のつながり 血のつながり
V0000364737	前髪（まえがみ） 前髪が短い
P0000157131	生計（せいけい） 生計を立てる 生計の道を失った 教師として生計を立てる 
P0000157131	～で生計を立てる) 生計が苦しい/豊かである
V0000364738	積む（つみます） 棚の上に本を積んだ
P0000157132	里心（さとごころ）
P0000157132	ホームシック 懐かしむ（なつかしむ）
P0000157132	里心がつく この子犬は里心がついて泣いているんだ
V0000364739	～でも　～でもない 彼の考え方は具体的でも中傷的（ちゅうしょうてき）でもない
V0000364740	通勤する（つうきん） 仕事に通う（かよいます） 通勤手当（つうきんてあて）
V0000364741	謎（なぞ） その謎を解いてみた
V0000364742	順番（じゅんばん） 私たち順番にその本を読んだ
V0000364743	期間（きかん）
V0000364744	ファイト ファイトだ
V0000364745	苦しい（くるしい） つらい 苦しい仕事 良薬（りょうやく）は口に苦し（にがし）
V0000364746	漕ぐ（こぎます） 自転車を漕ぐ
V0000364747	歌う（うたう） 歌（うた）
V0000364748	みんなで みんなで写真を撮った
V0000364749	ゴールキーパー ゴールを決める
V0000364750	吸血鬼(きゅうけつき)
P0000157133	しゃぶる（しゃぶります） 
P0000157133	赤ん坊が指をしゃぶっている あめをしゃぶる
V0000364751	形容詞（けいようし） イ形容詞 ナ形容詞
V0000364752	～式（しき） ～風（ふう）
V0000364753	壊す（こわします） おもちゃを壊す
V0000364754	妹（いもうと）
V0000364755	黄色い（きいろい） 黄色（きいろ）
V0000364756	入れ墨（いれずみ） 彼は左腕にいかりの入れ墨をしている
V0000364757	修道士（しゅうどうし） モンク 文句（もんく）
V0000364758	尻尾(しっぽ)
V0000364759	前期（ぜんき）
V0000364760	ポケット辞典（じてん） 携帯用の辞書　（けいたいようのじしょ）
V0000364761	クラス 教室（きょうしつ）
V0000364762	折り目（おりめ） 折り目がつく/折り目をつける
V0000364763	結晶（けっしょう） その子は彼らの愛の結晶だった
V0000364764	四分の三（よんぶんのさん）
V0000364765	いびき いびきをかく
V0000364766	乾杯!（かんぱい）
P0000157134	成人（せいじん）　　聖人（せいじん）
P0000157134	大人（おとな） 成人した息子
V0000364767	近づく（ちかづきます） 接近する（せっきん） あの犬には近づくな！
P0000157135	代名詞（だいめいし） 
P0000157135	人称代名詞（にんしょうだいめいし）
P0000157136	稲妻（いなずま） 雷（かみなり） 
P0000157136	稲妻が光った（ひかる）
V0000364768	冷蔵庫（れいぞうこ）
P0000157137	織機（しょっき） 食器（しょっき）
P0000157137	織機で織る（おります）
V0000364769	ださい ださい服装 ださい言葉 ださいやつ
V0000364770	引く（ひきます） １０から２を引くと、８残る
V0000364771	並ぶ（ならびます）
V0000364772	無駄（な）（むだ） 無駄なコピーが多いと言った
V0000364773	～そびれる（そびれます） 終電に乗りそびれた この本を読みそびれた
V0000364774	ハーフ ラリーはアメリカ人と日本人のハーフだ
V0000364775	取り付かれる（とりつかれます） 彼女は悪霊に取り付かれている
V0000364776	美食法（びしょくほう） 美食（びしょく）
V0000364777	爆竹（ばくちく） 爆竹を鳴らす
V0000364778	陰嚢（いんのう）
V0000364779	だけ
V0000364780	スキャンダル スキャンダルが発覚した
V0000364781	親指　(おやゆび)
V0000364782	ぼろ ぼろを着た人
V0000364783	揃って（そろって） 一家そろって出かける
V0000364784	縁起（えんぎ） 縁起がいい
V0000364785	売店（ばいてん） キオスク
V0000364786	ぐっすり寝る（ねます）
P0000157138	混乱（こんらん）
P0000157138	無秩序（むちつじょ）
P0000157138	そのお知らせで多くの混乱が起こった
V0000364787	クーラー エアコン
P0000157139	提出する（ていしゅつ） 
P0000157139	提出者（ていしゅつしゃ） 新しい法案（ほうあん）を議会に提出する
V0000364788	大阪 今大阪の旅行をしている
V0000364789	辛子（からし） 辛い（からい）
V0000364790	粘液質（ねんえきしつ） 粘液質の人
V0000364791	ポプラ ポプラ並木を散歩する ポプラ並木の道
V0000364792	入学試験　(にゅうがくしけん） 入試　（にゅうし）
V0000364793	新た（な）（あらた） 新しい（あたらしい） 新たに 新たな事実が明らかになった
P0000157140	公共の（こうきょう） 公立の（こうりつ） 
P0000157140	公共の場 公共の乗り物
V0000364794	還暦（かんれき） 彼は今年還暦を迎えた
V0000364795	同語反復（どうごはんぷく） 彼の書くものには同語反復が多い
P0000157141	明かす（あかします） 
P0000157141	暴く（あばきます） 
P0000157141	解明する（かいめい） 彼は私の秘密を暴いた
V0000364796	陰毛（いんもう） 息子に陰毛が生えてきた
V0000364797	片付く（かたづきます） 仕事の半分は片付いた 部屋がすっかり片付いていた
V0000364798	漁船（ぎょせん） 水平線に漁船がいくつ見えます
P0000157142	入浴する（にゅうよく）
P0000157142	浴びる（あびます） お風呂に入る 入浴中である 病人を入浴させる
V0000364799	犯罪(はんざい) 犯罪学（はんざいがく）
V0000364800	出産（しゅっさん） 姉は六月に出産の予定です（よてい）
V0000364801	知り合い（しりあい） 知人（ちじん） 彼に知人は多いが、友人は少ない
V0000364802	重力（じゅうりょく） 引力（いんりょく） 月の重力は地球の6分の１だ
V0000364803	遺跡（いせき） 古代文明の遺跡
V0000364804	ニュース (お)知らせ（しらせ）
P0000157143	ありふれた 平凡（へいぼん）
P0000157143	ありふれた間違い ありふれたしゃれ
V0000364805	道順（みちじゅん） 行き方（いきかた） どの道順がいちばん早いですか 駅までの道順を教えてください
V0000364806	ゲロを吐く（はく）(俗) へどを吐く 嘔吐（おうと）
V0000364807	日帰りする（ひがえり） 日帰りで神戸へ行った 日帰り旅行 彼は日帰り旅行にいった
V0000364808	栄光（えいこう） 神に栄光あれ！
V0000364809	田舎っぺ（いなかっぺ）
P0000157144	～を　諦める（あきらめます） ～を　辞める（やめます）
P0000157144	回復の望みはないとあきらめた イギリス行きをあきらめた
V0000364810	迷信深い（めいしんぶかい） 迷信的（な）（めいしんてき）
V0000364811	コマーシャル
P0000157145	無罪（むざい） 無罪の 
P0000157145	無実の（むじつ） われわれは彼が無罪だと考えた
V0000364812	料理する（りょうり） 食べ物・食事を作る 炊事する（すいじ）
V0000364813	あのお祖父さんが中国人だった「人」は一郎さんです。
V0000364814	試験に落ちる（おちます） 試験に滑る（すべます）
P0000157146	一致する（いっち）　　　
P0000157146	同意する（どうい） 賛成する（さんせい）　　
P0000157146	私の意見はあなたのと一致しています
V0000364815	静かに！（しずか） 煩い！（うるさい） 静か（な） （しずか）
P0000157147	調査（ちょうさ） 
P0000157147	検査（けんさ）
P0000157147	調査（ちょうさ） 国勢調査（こくせいちょうさ）
V0000364816	女垂らし（おんなたらし） プレイボーイ 彼は大変な女たらしだった
V0000364817	あべこべ あなたはシャツをあべこべに着いている
V0000364818	チェッカー チェッカーをする
V0000364819	やや すこし やや驚いた様子だった ややあって彼女が現れた（あらわれる）
V0000364820	ナックルダスター
P0000157148	薬缶（やかん） 夜間（やかん） 
P0000157148	やかんで湯を沸かす
V0000364821	職場電話番号
V0000364822	晴天（せいてん） いい天気
V0000364823	日本学科（にほんがっか）
V0000364824	ゼムクリップ 文房具（ぶんぼうぐ）
V0000364825	背骨（せぼね） 私の背骨の痛みはひどくなっています
V0000364826	移住（いじゅう） 彼の家族は４０年前に母国からブラジルへ移住した
V0000364827	織る（おります） この布はウールで織ってある 織姫（おりひめ）
V0000364828	ハミングする/ハミングで歌う 鼻歌を歌う（はなうた） 彼女は古い曲を低い声でハミングした
V0000364829	祖父母（そふぼ） 祖父母と一緒に住んでいる
V0000364830	～く/に　感じる（かんじます） 話はつまらないと、時間が長く感じる
V0000364831	～てはいけない 食べてはいけません
V0000364832	（～を）輸入（ゆにゅう）
V0000364833	正月なので、休む
V0000364834	おかげさまで
P0000157149	～を　巡らす（めぐらします） 囲む（かこみます）
P0000157149	塀を巡らしてある 堀を巡らした城
V0000364835	ビールでもいい
V0000364836	出す（だします） 手紙を出す。
V0000364837	発作（ほっさ） 喘息（ぜんそく）の発作があった
V0000364838	かゆい むずがゆい 背中がかゆい ああ, かゆい このシャツを着るとむずがゆくなる
V0000364839	ソース入れ（いれ）
V0000364840	乾燥（かんそう） 乾燥する（かんそう） 乾く（かわきます） 乾燥した手
V0000364841	率直（な）（そっちょく） アメリカは思っていることを率直に言う
V0000364842	アリクイ
V0000364843	口がきけない 口がきけなくなる
V0000364844	受刑者（じゅけいしゃ） 囚人（しゅうじん）
V0000364845	喧嘩（けんか）する 争う（あらそいます） 恋人とけんかしたので、会わないことにした
V0000364846	定食（ていしょく）
V0000364847	横断する（おうだん） 彼らは大西洋を横断した
V0000364848	コンクリート
V0000364849	植える（うえます） 春は木を植える時期です
V0000364850	昏睡（こんすい） 昏睡状態です 　 昏睡状態を陥る（おちいります）
V0000364851	注文する（ちゅうもん） 頼む（たのみます）
V0000364852	紳士（しんし） 紳士振る（しんしぶります）
V0000364853	種類（しゅるい） この山には色々な種類の鳥がいる
V0000364854	引用する（いんよう） ことわざを引用する
V0000364855	岩石の多い　（がんせきのおおい）
V0000364856	滑りやすい（すべりやすい）
V0000364857	特待（とくたい） 特待される 特待生（とくたいせい）
V0000364858	ペンキ 壁をペンキで塗る
V0000364859	ペンキ塗り立て（ぬりたて） 塗りたての（ぬりたて）
V0000364860	最終的（さいしゅうてき） この決定は最終的だ
V0000364861	竜の落とし子（タツノオトシゴ）
V0000364862	シェパード
V0000364863	本当に（ほんとう） 本当にすみません
V0000364864	タジキスタン
V0000364865	甘い（あまい）
V0000364866	優先（ゆうせん）する ～を　優先させる この仕事が他のどれよりも優先する 家庭より仕事を優先させる
V0000364867	同僚（どうりょう） 会社の仲間（なかま） 私は同僚と一緒に海外旅行をしたい
V0000364868	頭痛（ずつう）
P0000157150	損害（そんがい）
P0000157150	被害（ひがい）　
P0000157150	損害を与える 洪水による損害
V0000364869	下書き（したがき）
V0000364870	過密（かみつ） こんでこんで 込んでいる すし詰め 満員（まんいん） 過密都市 過密スケジュール
V0000364871	サンドイッチ
P0000157151	伝説（でんせつ）　
P0000157151	昔話（むかしばなし）　
P0000157151	民間伝説（みんかんでんせつ） このロマンチックな話は中国の伝説です
V0000364872	酸素（さんそ）
V0000364873	時間がない
V0000364874	脚本（きゃくほん） 脚本を書く ～を脚本にする 脚本家
V0000364875	同生共死（どうせいきょうし）
V0000364876	ブレーンストーミング ブレーンストーミングする
V0000364877	～合う 話し合います あげ合います
V0000364878	町立（ちょうりつ） 町立の図書館
P0000157152	驚く（おどろきます） びくびくする 
P0000157152	友達は驚いた
P0000157153	～を　振る（ふります） 
P0000157153	犬が尾を振った 人に手を振る よく振ってからお飲みください
V0000364879	目上（めうえ）
V0000364880	クレヨン
V0000364881	プレゼント 贈り物（おくりもの）
V0000364882	～に　敏感（びんかん） 彼は寒さに大変敏感です
V0000364883	簡単（な）（かんたん） 易しい　(やさしい) 優しい（やさしい）
V0000364884	サドル 鞍（くら）
V0000364885	連邦（れんぽう） ドイツ連邦共和国 英連邦（えいれんぽう）
V0000364886	エリート 上流階級 （じょうりゅうかいきゅう）
V0000364887	食べながら（たべながら）
P0000157154	以来（いらい） 依頼（いらい）
P0000157154	先月以来 日本に来て以来、ずっと東京に住んでいます
V0000364888	ペンネーム 芸名（げいめい）
P0000157155	喪失する（そうしつ） 
P0000157155	損する（そん） 
P0000157155	損害する（そんがい） 
P0000157155	失う（うしないます） 彼は記憶喪失で悩んでいる 記憶を喪失する
V0000364889	晴れる（はれます） 晴れです 明日は晴れるでしょう
V0000364890	文化の壁 文化の壁を越える
P0000157156	覗く（のぞきます） 除く（のぞきます） 
P0000157156	部屋をのぞく
V0000364891	大和言葉（やまとことば）
V0000364892	焦げる（こげます） 焦がす（こがします） 私は何が焦げるにおいがする
V0000364893	耳たぶ（みみたぶ）
V0000364894	乗せる（のせます） 置く（おきます） ～に
V0000364895	もらう (いただく)
V0000364896	あいにく 残念ながら あいにく私はお金を持っていない あいにくの雨で野球の試合は流れた
V0000364897	はちみつ はちみつ酒（しゅ）
V0000364898	海外（かいがい）（の） 外国（がいこく）（の）
V0000364899	腕（うで）
V0000364900	かばんの中に何が入っている？（はいっている）
V0000364901	固まる（かたまります） 我々の計画はまだ固まってない
P0000157157	野原（のはら） 
P0000157157	草原（くさはら）
P0000157157	畑（はたけ）
V0000364902	聞き違える（ききちがえます） 私はお言葉を聞き違えてはいませんでしょうか
P0000157158	看板（かんばん） 広告板（こうこくばん）
P0000157158	店の前に看板を出す 看板には「太平ホテル」と書いてあった
V0000364903	ある日
V0000364904	椎骨（ついこつ）
V0000364905	頭（とう）
V0000364906	天の川　（あまのがわ）
V0000364907	割る（わります） メロンを6人で6つに割る
V0000364908	趣味（しゅみ）
V0000364909	縁（ふち） テーブルの縁にグラスを置かないでください
V0000364910	描写する（びょうしゃ） その場の様子（ようす）を描写する
V0000364911	誰かに対ふくしゅうする 復習（ふくしゅう）する 
P0000157159	太る（ふとります） 肥える（こえます）
P0000157159	超える（こえます）
V0000364912	ちり紙（ちりがみ） トイレット・ペーパー
V0000364913	落ち着く（おちつきます） あなたは落ち着いて、歴史の試験の勉強をしなくちゃ
V0000364914	国際調査（こくさいちょうさ）
V0000364915	保証する（ほしょう） そのショーの成功は保証する
V0000364916	詐欺師（さぎし）
V0000364917	晩年（ばんねん） 晩年になってやっと成功した
P0000157160	大部分（だいぶぶん） 大半（たいはん）
P0000157160	過半数（かはんすう）
P0000157160	参加者の大部分 大部分の国々
V0000364918	億（おく） 奥（おく）
V0000364919	欠伸をする（あくび）
V0000364920	題する（だい） 友情という題で 「民主主義」と題する論文
V0000364921	子音（しいん） 美土里さんは時々子音が落ちる
V0000364922	政治（せいじ） 私達はしばしば日本の政治について話し合った
P0000157161	番人（ばんにん） 万人（ばんにん）　
P0000157161	(書)
V0000364923	高血圧（こうけつあつ） 血圧が高い
V0000364924	マンホール マンホールの蓋（ふた）
V0000364925	料理法（りょうりほう） レシピ
P0000157162	闘争する（とうそう）
P0000157162	ストライキ 彼らは賃上げ闘争をやっている
V0000364926	エギゾチック（な）
V0000364927	昇進（しょうしん） かれらは先輩に昇進おめでとうと言った
V0000364928	明らか（あきらか）（な） 君が間違っているのは明らかだ
P0000157163	情勢（じょうせい） 
P0000157163	状況（じょうきょう） 
P0000157163	状態（じょうたい） 
P0000157163	中東情勢についていかが考える
V0000364929	～を　巻く（まきます） 時計のねじを巻く
V0000364930	～が　要る（いります）
V0000364931	砂漠（さばく） 砂漠は雨が少ない
V0000364932	毛布（もうふ） 毛布を２枚掛けて寝た
V0000364933	イガ（衣蛾） 蛾（が）
V0000364934	心（こころ）
V0000364935	手綱を握る（たづなをにぎります） 彼は奥さんにしっかりと手綱を握られている 彼はちょっとでも手綱を緩める（ゆるめます）と怠け始める（なまけはじめる）
V0000364936	使う（つかう） 使用（しよう）する 利用（りよう）する
V0000364937	先（さき） 鉛筆の先は丸くなった
V0000364938	惑星（わくせい） 
V0000364939	騎士（きし） ナイト
V0000364940	多額（たがく） 金額（きんがく） 彼女は息子に多額のお金を残して亡くなった（なくなった） 多額の寄付
V0000364941	進む（すすみます） 演説が進むにつれてますます退屈になった イギリスでは教育が進んでいる ドアのほうへ進む
V0000364942	水疱瘡（みずぼうそう） その子供は水疱瘡症状がある
P0000157164	語尾 
P0000157164	けど はい、好きですけど。
P0000157165	完済する（かんさい） 関西（かんさい）
P0000157165	借金を完済する
V0000364943	掴む（つかみます） この鎖（くさり）を掴みなさい!
V0000364944	ヴィスワ川（がわ） オーデル川（がわ） ヴァルタ川（がわ）
V0000364945	～を　目撃する（もくげき） 私は殺人を目撃した
V0000364946	まんずりする
V0000364947	これがいい 私がやります
P0000157166	偶像（ぐうぞう） 像（ぞう）
P0000157166	ローマ法王の偶像 偶像を崇拝する
V0000364948	財布（さいふ）
V0000364949	～において/～における (書) アメリカにおける学生生活 過去においてはこのようなことはあまり問題になたなかった
V0000364950	宿題（しゅくだい） 宿題をやる
V0000364951	出稼ぎする（でかせぎ） 出稼ぎ労働者 お父さんが出稼ぎから帰ってきた
V0000364952	袖（そで）
V0000364953	調理器具（ちょうりきぐ）
V0000364954	命日（めいにち）
V0000364955	～を　治す（なおす） 病気を治す
P0000157167	件（けん） 事件（じけん）
P0000157167	この件について、コメントが欲しいですか …の件については
V0000364956	ヘアスタイル 髪型（かみがた） どんなヘアスタイルにしますか
V0000364957	欧州連合（おうしゅうれんごう）
V0000364958	中入り（なかいり）
V0000364959	スリラー
V0000364960	野うさぎ（のうさぎ） 私は野うさぎを捕まえることができなかった
V0000364961	胡坐をかく（あぐら） 床の上にあぐらをかく
V0000364962	少々（しょうしょう）
V0000364963	政策（せいさく） 農業政策を立てる 党の政策に従う
V0000364964	製造業（せいぞうぎょう）
V0000364965	アフリカ
V0000364966	仲良くする（なかよく） 友達になる 仲良くする 子供のころから仲良くしている
V0000364967	閉じる（とじます） 閉める（しめます） 口座を閉じたいのですが 口を開けて目を閉じなさい
V0000364968	今では
