V0000437084	さんがにち
V0000438810	ああ、せんせいのおかげで、ほんとにかんしゃしています･･･。
V0000438811	あいかわらずね。ふたりはいつおとなになるのかしら？
V0000438812	あいかわらずね。ふたりはいつおとなになるのかしら？
V0000438813	ところで、さいきんなにしている？
V0000438814	ところで、さいきんなにしている？
V0000438815	ずっとろんぶん。いまだしたばかり。たいへんだったよ！
V0000438816	ずっとろんぶん。いまだしたばかり。たいへんだったよ！
V0000438817	ちゃんとだした？
V0000438818	ちゃんとだした？
V0000438819	うん、ぎりぎりセーフだった！いまはものすごくいいきぶん！
V0000438820	うん、ぎりぎりセーフだった！いまはものすごくいいきぶん！
V0000438821	よかった！
V0000438822	よかった！
V0000438823	よかったなー。
V0000438824	よかったなー。
V0000438825	ふたりは？ろんぶんどうした？
V0000438826	ふたりは？ろんぶんどうした？
V0000438827	ぼくはちゃんとネットでかったよ！
V0000438828	ぼくはちゃんとネットでかったよ！
V0000438829	あいかわらず、おもしろくない。メルとかわらない！
V0000438830	あいかわらず、おもしろくない。メルとかわらない！
V0000438831	そうかも。
V0000438832	そうかも。
V0000438833	もういっかいきくけど、ふたりはろんぶんをちゃんとだした？
V0000438834	もういっかいきくけど、ふたりはろんぶんをちゃんとだした？
V0000438835	らくしょうだった！1 しゅうかんまえにだしたよ。
V0000438836	らくしょうだった！1 しゅうかんまえにだしたよ。
V0000438837	マジで？
V0000438838	マジで？
V0000438839	うん。
V0000438840	うん。
V0000438841	にほんごはたいへんだったでしょう？
V0000438842	にほんごはたいへんだったでしょう？
V0000438843	にほんご？？えいごでかいたよ。
V0000438844	にほんご？？えいごでかいたよ。
V0000438845	ずるすぎる！！フェアじゃない。
V0000438846	ずるすぎる！！フェアじゃない。
V0000438847	まあね。
V0000438848	まあね。
V0000438849	ぼくもきょうだした。すごい、いいきぶんだ。こんしゅうスノボは？
V0000438850	ぼくもきょうだした。すごい、いいきぶんだ。こんしゅうスノボは？
V0000438851	いく、いく！
V0000438852	いく、いく！
V0000438853	わたしもいく。
V0000438854	わたしもいく。
V0000438855	じゃ、きまりだ！
V0000438856	じゃ、きまりだ！
V0000438857	ようこは？
V0000438858	ようこは？
V0000438859	わからない。
V0000438860	わからない。
V0000438861	ぼくもわからない。
V0000438862	ぼくもわからない。
V0000438863	かのじょはどこにいるのかしら？しめきりは３じ、いまは２じはん。だいじょうぶかな？
V0000438864	かのじょはどこにいるのかしら？しめきりは３じ、いまは２じはん。だいじょうぶかな？
V0000438865	ようこにでんわして。
V0000438866	ようこにでんわして。
V0000438867	[でんわをかける・・・]
V0000438868	[でんわをかける・・・]
V0000438869	まにあう
V0000438870	なおす
V0000438871	おまたせしました.
V0000438872	けん
V0000438873	きぼう
V0000438874	すいせんじょう
V0000438875	すいせん
V0000438876	たいしたもん
V0000438877	テーマ
V0000438878	やっぱり
V0000438879	しつれい
V0000438880	がくちょう
V0000438881	もしもしようこちゃん？
V0000438882	もしもしようこちゃん？
V0000438883	うん、えりちゃんひさしぶり。
V0000438884	うん、えりちゃんひさしぶり。
V0000438885	だいじょうぶ？さいきんなにしているの？みんなしんぱいしているよ。
V0000438886	だいじょうぶ？さいきんなにしているの？みんなしんぱいしているよ。
V0000438887	ずっとろんぶんだった。たいへんだったよ。ギリギリまにあった。
V0000438888	ずっとろんぶんだった。たいへんだったよ。ギリギリまにあった。
V0000438889	いまどこ？
V0000438890	いまどこ？
V0000438891	いま、だいがくでがくちょうまっているところ。
V0000438892	いま、だいがくでがくちょうまっているところ。
V0000438893	えっ、どうしたの？
V0000438894	えっ、どうしたの？
V0000438895	わからないけど、ろんぶんのけんでがくちょうがわたしをよんだ。
V0000438896	わからないけど、ろんぶんのけんでがくちょうがわたしをよんだ。
V0000438897	えー!?
V0000438898	えー!?
V0000438899	おまたせしました。やまぐちさん、どうぞ。
V0000438900	おまたせしました。やまぐちさん、どうぞ。
V0000438901	もう、いくね。あとでかけなおす。じゃあね。
V0000438902	もう、いくね。あとでかけなおす。じゃあね。
V0000438903	しつれいします。
V0000438904	しつれいします。
V0000438905	どうぞ。すわって。きょうよんだりゆうはきみのろんぶんのこと
V0000438906	どうぞ。すわって。きょうよんだりゆうはきみのろんぶんのこと
V0000438907	です。
V0000438908	です。
V0000438909	すみません。やっぱりそのホリエモンのテーマがわるかったですか？
V0000438910	すみません。やっぱりそのホリエモンのテーマがわるかったですか？
V0000438911	いやいやいや、すばらしいろんぶんだ。たいしたものだよ。
V0000438912	いやいやいや、すばらしいろんぶんだ。たいしたものだよ。
V0000438913	ほんとうですか？
V0000438914	ほんとうですか？
P0000208069	ほんとうだよ。それで
P0000208069	にきみをすいせんしたいんだが、ど
P0000208070	ほんとうだよ。それで
P0000208070	にきみをすいせんしたいんだが、ど
V0000438915	うかね？
V0000438916	うかね？
V0000438917	ですか！？
V0000438918	ですか！？
V0000438919	おまたせ
V0000438920	しゅうしょくかつどう
V0000438921	ふたりきり
V0000438922	そつぎょうりょこう
V0000438923	ピンチ・ヒッター
V0000438924	たのしみ
V0000438925	トリノオリンピック
V0000438926	さんせい
V0000438927	なにいってるの？
V0000438928	ようこ、おまたせ！
V0000438929	ようこ、おまたせ！
V0000438930	おはよう、メル！
V0000438931	おはよう、メル！
V0000438932	さゆりとひでおは？
V0000438933	さゆりとひでおは？
P0000208071	さゆりはろんぶんをかきなおしてるところ。ひでおはまだしゅうかつちゅう。
P0000208071	にきまったけど、いまのじょうたいではにゅうしゃできないかも。ふたりはそつぎょうりょこうにいけるかどうかまだわからない。
P0000208072	さゆりはろんぶんをかきなおしてるところ。ひでおはまだしゅうかつちゅう。
P0000208072	にきまったけど、いまのじょうたいではにゅうしゃできないかも。ふたりはそつぎょうりょこうにいけるかどうかまだわからない。
V0000438934	ふたりきりか！すてきだね！
V0000438935	ふたりきりか！すてきだね！
V0000438936	なにいってるの？ピンチ・ヒッターがいるよ！わたしがよんだの。あっ！いらっしゃった！
V0000438937	なにいってるの？ピンチ・ヒッターがいるよ！わたしがよんだの。あっ！いらっしゃった！
V0000438938	がくちょう！！！
V0000438939	がくちょう！！！
V0000438940	どうも、どうも。ひしぶりだね、メルはげんき？
V0000438941	どうも、どうも。ひしぶりだね、メルはげんき？
V0000438942	おかげさまでげんきです。
V0000438943	おかげさまでげんきです。
V0000438944	このりょこうたのしみですね。どこがいい？
V0000438945	このりょこうたのしみですね。どこがいい？
V0000438946	トリノがいい！まだオリンピックをやってます！
V0000438947	トリノがいい！まだオリンピックをやってます！
P0000208073	でも、きっぷをかえるかどうかわからないし。がくちょう、ごきぼうはありますか？
P0000208073	・ご 
P0000208074	でも、きっぷをかえるかどうかわからないし。がくちょう、ごきぼうはありますか？
P0000208074	・ご 
V0000438948	そうですね。わたしのそつぎょうりょこうはおきなわでした。もういちど、いきたいなあ。
V0000438949	そうですね。わたしのそつぎょうりょこうはおきなわでした。もういちど、いきたいなあ。
V0000438950	おきなわもいいですね。わたしはさんせいです。
V0000438951	おきなわもいいですね。わたしはさんせいです。
P0000208075	わたしも
P0000208075	です！
P0000208076	わたしも
P0000208076	です！
V0000438952	じゃ、きまり！！
V0000438953	じゃ、きまり！！
V0000438954	いきましょう！！
V0000438955	いきましょう！！
V0000438956	とうちゃく
V0000438957	ゴーヤチャンプルー
V0000438958	あわもり
V0000438959	がりがり
V0000438960	きがえる
V0000438961	シュノーケル
V0000438962	なつかしい
V0000438963	おきなわ
V0000438964	やっと
V0000438965	タコライス
V0000438966	とうちゃく！
V0000438967	とうちゃく！
P0000208077	やっとうみについた！きれいね
P0000208077	おきなわはさいこう！
P0000208078	やっとうみについた！きれいね
P0000208078	おきなわはさいこう！
V0000438968	そうだね。なつかしいな。さんじゅうねんぶりだ。
V0000438969	そうだね。なつかしいな。さんじゅうねんぶりだ。
V0000438970	きもちいい！うみがだいすき！
V0000438971	きもちいい！うみがだいすき！
V0000438972	シュノーケルをやってみたいな。
V0000438973	シュノーケルをやってみたいな。
V0000438974	いいかんがえですね！わたしもやってみたいです。
V0000438975	いいかんがえですね！わたしもやってみたいです。
V0000438976	いまはよじはんで、まだやっているかどうか・・・
V0000438977	いまはよじはんで、まだやっているかどうか・・・
V0000438978	きいてみよう！
V0000438979	きいてみよう！
V0000438980	まだだいじょうぶ。はやくきがえよう。
V0000438981	まだだいじょうぶ。はやくきがえよう。
V0000438982	えーしんじられない！がくちょうすごい！かっこういいー！！
V0000438983	えーしんじられない！がくちょうすごい！かっこういいー！！
V0000438984	えぇぇぇ、すごいからだしてます！
V0000438985	えぇぇぇ、すごいからだしてます！
V0000438986	まあね。
V0000438987	まあね。
V0000438988	すごい！メルにぜんぜんかっている！すごいがくちょう！
V0000438989	すごい！メルにぜんぜんかっている！すごいがくちょう！
V0000438990	メル、がりがりだね。だいじょうぶ？こんや、あわもりをのみながら、ゴーヤチャン
V0000438991	メル、がりがりだね。だいじょうぶ？こんや、あわもりをのみながら、ゴーヤチャン
V0000438992	べんごし
V0000438993	ゆうしゅう
V0000438994	スコール
V0000438995	かみなり
V0000438996	いなずま
V0000438997	おみやげ
V0000438998	ハブアイス
V0000438999	ストロー
V0000439000	ひさびさ。げんき？
V0000439001	ひさびさ。げんき？
V0000439002	げんきじゃない。おきなわはたいへんだった！
V0000439003	げんきじゃない。おきなわはたいへんだった！
V0000439004	どうしたの？
V0000439005	どうしたの？
V0000439006	シュノーケルするところでスコールがきて、かみなりはごろごろ、あめはざあざあ。いのちがあぶなかった。ぎりぎりでにげた。
V0000439007	シュノーケルするところでスコールがきて、かみなりはごろごろ、あめはざあざあ。いのちがあぶなかった。ぎりぎりでにげた。
V0000439008	たいへんだったね。
V0000439009	たいへんだったね。
V0000439010	たいへんだったけど、メルとがくちょうのほうがばいぐらいたいへんだった。
V0000439011	たいへんだったけど、メルとがくちょうのほうがばいぐらいたいへんだった。
V0000439012	たいへん？なにやったの？
V0000439013	たいへん？なにやったの？
V0000439014	それはちょっといいにくい。ほんにんからはなしをきいて。
V0000439015	それはちょっといいにくい。ほんにんからはなしをきいて。
V0000439016	じゃ、ふたりはいまどこ？
V0000439017	じゃ、ふたりはいまどこ？
V0000439018	それもいいにくいな。
V0000439019	それもいいにくいな。
V0000439020	おしえて！
V0000439021	おしえて！
V0000439022	むり。おしえない。でも、ゆうしゅうなべんごしがひつよう。ところで、おみやげ！
V0000439023	むり。おしえない。でも、ゆうしゅうなべんごしがひつよう。ところで、おみやげ！
V0000439024	ありがとう。なんだろう？えぇぇぇ、これは…ハブアイス！
V0000439025	ありがとう。なんだろう？えぇぇぇ、これは…ハブアイス！
V0000439026	そうそう！すごいでしょう！はやくたべてみて。
V0000439027	そうそう！すごいでしょう！はやくたべてみて。
V0000439028	とけてる！どろどろ！
V0000439029	とけてる！どろどろ！
V0000439030	ひこうきのなかあつかったから。まあ、でもあじはかわってないよ。ストローでのんでみて。
V0000439031	ひこうきのなかあつかったから。まあ、でもあじはかわってないよ。ストローでのんでみて。
V0000439032	うん。わかった。おいしい！ありがとう。
V0000439033	うん。わかった。おいしい！ありがとう。
V0000439034	でしょう？えっ、ひでおは？かれのぶんもあるの。
V0000439035	でしょう？えっ、ひでおは？かれのぶんもあるの。
V0000439036	かれのしゅうかつはヤバい。しごとがみつかるかどうか…
V0000439037	かれのしゅうかつはヤバい。しごとがみつかるかどうか…
V0000439038	えぇぇぇ…でもじぶんのほうがもっとしんぱい。しごとまだきまってないんだ。ねぇ、たのみがあるんだけど。らいしゅう、だいじなめんせつがあるからてつだってほしい。
V0000439039	えぇぇぇ…でもじぶんのほうがもっとしんぱい。しごとまだきまってないんだ。ねぇ、たのみがあるんだけど。らいしゅう、だいじなめんせつがあるからてつだってほしい。
V0000439040	いいよ。
V0000439041	いいよ。
V0000439042	ありがとう。たすかった！
V0000439043	ありがとう。たすかった！
V0000439044	おもち
V0000439045	そっと
V0000439046	とうとう
V0000439047	せめて
V0000439048	せっせと
V0000439049	ニコニコ
V0000439050	おおみそか
V0000439051	じそう
V0000439052	むかしばなし
V0000439053	むらはずれ
V0000439054	はげしい
V0000439055	つもる
V0000439056	うしろすがた
V0000439057	とんでもない
V0000439058	ゆうしゅうな
V0000439059	こまる
V0000439060	げんざい
V0000439061	ちまつり
V0000439062	ふほうしんにゅう
V0000439063	えさ
V0000439064	サメ
V0000439065	すいぞくかん
V0000439066	べろべろ
V0000439067	ちからになる
V0000439068	じかんをさく
V0000439069	みつもり
V0000439070	はい。
V0000439071	はい。
V0000439072	もしもし。ようこ！どうなってる？
V0000439073	もしもし。ようこ！どうなってる？
V0000439074	いま、せんせいとあうところ。もうちょっとまってて。
V0000439075	いま、せんせいとあうところ。もうちょっとまってて。
V0000439076	これがぼくらのさいごのでんわ、たのむよ。
V0000439077	これがぼくらのさいごのでんわ、たのむよ。
V0000439078	わかったけど、ふたりのせいできょうのめんせついけな
V0000439079	わかったけど、ふたりのせいできょうのめんせついけな
V0000439080	いよ。まったく、とんでもないふたりだよ！
V0000439081	いよ。まったく、とんでもないふたりだよ！
V0000439082	ごめん。よろしく！
V0000439083	ごめん。よろしく！
V0000439084	どうぞおはいりください。
V0000439085	どうぞおはいりください。
V0000439086	しつれいします。
V0000439087	しつれいします。
V0000439088	どうぞ。すわってください。
V0000439089	どうぞ。すわってください。
V0000439090	じかんをさいていただいてありがとうございます。
V0000439091	じかんをさいていただいてありがとうございます。
V0000439092	いえいえ、がくちょうがむかしのゆうじんなのでちから
V0000439093	いえいえ、がくちょうがむかしのゆうじんなのでちから
V0000439094	になりますよ。
V0000439095	になりますよ。
V0000439096	ありがとうございます。となべせんせいがついています
V0000439097	ありがとうございます。となべせんせいがついています
V0000439098	のできっともんだいないとおもいます。
V0000439099	のできっともんだいないとおもいます。
V0000439100	ところで、テレビでみましたけど、もういちどあのよる
V0000439101	ところで、テレビでみましたけど、もういちどあのよる
V0000439102	かいとり
V0000439103	かち
V0000439104	うらやましい
V0000439105	こどものころ
V0000439106	（～と）よぶ
V0000439107	したのなまえ
V0000439108	フェラーリ
V0000439109	ランボルギーニ
V0000439110	こんなところで
V0000439111	ぼろい
V0000439112	あいしゃ
V0000439113	しょぶん
V0000439114	いらっしゃいませ。「ピーターくるまかいとり」へ
V0000439115	いらっしゃいませ。「ピーターくるまかいとり」へ
V0000439116	ようこそ。
V0000439117	ようこそ。
V0000439118	すみません。くるまをうりたいのですが。
V0000439119	すみません。くるまをうりたいのですが。
V0000439120	はい。かしこまりました。ごあいしゃはどちらでし
V0000439121	はい。かしこまりました。ごあいしゃはどちらでし
V0000439122	ょうか。
V0000439123	ょうか。
V0000439124	あのぼろいあかのミニです。
V0000439125	あのぼろいあかのミニです。
V0000439126	ずいぶんふるいものですね。しょうしょうおまちく
V0000439127	ずいぶんふるいものですね。しょうしょうおまちく
V0000439128	ださい。こちらですわってまっていてください。
V0000439129	ださい。こちらですわってまっていてください。
V0000439130	はい。はぁ～。べんごしりょうはらえないから、たか
V0000439131	はい。はぁ～。べんごしりょうはらえないから、たか
V0000439132	くうりたいなあ。
V0000439133	くうりたいなあ。
V0000439134	ようこちゃん！どうしたの、こんなところで。
V0000439135	ようこちゃん！どうしたの、こんなところで。
V0000439136	となべせんせい！こんなところで。
V0000439137	となべせんせい！こんなところで。
V0000439138	したのなまえはりょう。りょうってよんでよ。
V0000439139	したのなまえはりょう。りょうってよんでよ。
V0000439140	はい。
V0000439141	はい。
V0000439142	きょう、くるまをうりにきたんだよ。
V0000439143	きょう、くるまをうりにきたんだよ。
V0000439144	おかねがひつようなんですか。
V0000439145	おかねがひつようなんですか。
V0000439146	こんかいのべんごりょうであたらしいくるまをかうつ
V0000439147	こんかいのべんごりょうであたらしいくるまをかうつ
V0000439148	もりなんだよ。こどものころ、ずっとイタリアのランボルギー
V0000439149	もりなんだよ。こどものころ、ずっとイタリアのランボルギー
V0000439150	ニがほしくて、あるいは、フェラーリもわるくないなあ。まだ
V0000439151	ニがほしくて、あるいは、フェラーリもわるくないなあ。まだ
V0000439152	きめてないけどね。べんごしでよかったよ。
V0000439153	きめてないけどね。べんごしでよかったよ。
V0000439154	フレンチレストラン
V0000439155	やくそく
V0000439156	そうだん
V0000439157	えんりょ
V0000439158	かいけつ
V0000439159	しんゆう
V0000439160	どうしても
V0000439161	こういうとき
V0000439162	やばい
V0000439163	むかえにいく
V0000439164	れんらく
V0000439165	もしもし。りょうですけど。
V0000439166	もしもし。りょうですけど。
V0000439167	はい。
V0000439168	はい。
V0000439169	どようびの６じにとうきょうでいちばんおいしい
V0000439170	どようびの６じにとうきょうでいちばんおいしい
V0000439171	フレンチレストランをよやくしているので、５じはんにぼ
V0000439172	フレンチレストランをよやくしているので、５じはんにぼ
V0000439173	くのあたらしいフェラーリでむかえにいきます。
V0000439174	くのあたらしいフェラーリでむかえにいきます。
V0000439175	はい、わかりました。
V0000439176	はい、わかりました。
V0000439177	では、どようびに。むふっふっふ・・・
V0000439178	では、どようびに。むふっふっふ・・・
V0000439179	どうしょう！？かなりやばい。どうしよう！ほん
V0000439180	どうしょう！？かなりやばい。どうしよう！ほん
V0000439181	とうにこまった。あっ、わかった！こういうときにはさと
V0000439182	とうにこまった。あっ、わかった！こういうときにはさと
V0000439183	こだ。こうこうのしんゆうで、こまったときえんりょなく
V0000439184	こだ。こうこうのしんゆうで、こまったときえんりょなく
V0000439185	そうだんしていいってやくそくした。きっとさとこがたす
V0000439186	そうだんしていいってやくそくした。きっとさとこがたす
V0000439187	けてくれる。しかし４ねんぶりで、だいじょうぶかな。
V0000439188	けてくれる。しかし４ねんぶりで、だいじょうぶかな。
V0000439189	さとこですけど。
V0000439190	さとこですけど。
V0000439191	もしもし、ひさしぶり・・・
V0000439192	もしもし、ひさしぶり・・・
V0000439193	ようこちゃん？
V0000439194	ようこちゃん？
V0000439195	すでに
V0000439196	ロマネコンティ
V0000439197	ソムリエさん
V0000439198	プラス
V0000439199	そういうわけで
V0000439200	むかし
V0000439201	かのうせいがある
V0000439202	うしなう
V0000439203	めんきょ
V0000439204	けん
V0000439205	さいねんしょうごうかくしゃ
V0000439206	しほうしけん
V0000439207	こくさいべんごし
V0000439208	べんご しりょう
V0000439209	よくきたね。どうぞ。
V0000439210	よくきたね。どうぞ。
V0000439211	じつは、きょう、わたしのゆうじんもいっしょなん
V0000439212	じつは、きょう、わたしのゆうじんもいっしょなん
V0000439213	です。
V0000439214	です。
V0000439215	かのじょもかわいい？
V0000439216	かのじょもかわいい？
V0000439217	とんでもないひとね。
V0000439218	とんでもないひとね。
V0000439219	いやぁ、かわいい、かわいい。はじめまして。わた
V0000439220	いやぁ、かわいい、かわいい。はじめまして。わた
V0000439221	しは・・・
V0000439222	しは・・・
V0000439223	いや、もうわかってます。ようこからとなべせんせ
V0000439224	いや、もうわかってます。ようこからとなべせんせ
V0000439225	いのはなしはもうすでにきいていますから。たいしたことあ
V0000439226	いのはなしはもうすでにきいていますから。たいしたことあ
V0000439227	りませんね。わたしはたかはしさとこです。こくさいべんご
V0000439228	りませんね。わたしはたかはしさとこです。こくさいべんご
V0000439229	しとして、げんざい、ニューヨークとチューリヒでしごとし
V0000439230	しとして、げんざい、ニューヨークとチューリヒでしごとし
V0000439231	ています。しほうしけんのさいねんしょうごうかくしゃで
V0000439232	ています。しほうしけんのさいねんしょうごうかくしゃで
V0000439233	す。せかいでいちばんゆうしゅうなべんごしでございます。
V0000439234	す。せかいでいちばんゆうしゅうなべんごしでございます。
V0000439235	さて、こんやのこのミーティングなんですが、もちろんしご
V0000439236	さて、こんやのこのミーティングなんですが、もちろんしご
V0000439237	とのはなしでしょうね。そうじゃないとあなた、めんきょを
V0000439238	とのはなしでしょうね。そうじゃないとあなた、めんきょを
V0000439239	うしなうかのうせいがありますよ。
V0000439240	うしなうかのうせいがありますよ。
V0000439241	うっかり
V0000439242	ずうずうしい
V0000439243	まったく
V0000439244	なによりも
V0000439245	あばよ
V0000439246	なじむ
V0000439247	ありえない
V0000439248	ろくでなし
V0000439249	なかなかむずかしいケースですね。どうやったらふたりをたすけられるか・・・
V0000439250	なかなかむずかしいケースですね。どうやったらふたりをたすけられるか・・・
V0000439251	そうですか？かんたんですよ。いったい、なんねんべんごしやってるんですか。まったく。
V0000439252	そうですか？かんたんですよ。いったい、なんねんべんごしやってるんですか。まったく。
V0000439253	そ、そうですか。さすが、さいねんしょうごうかくしゃ！
V0000439254	そ、そうですか。さすが、さいねんしょうごうかくしゃ！
V0000439255	あっ、そういえば、メルからてがみがきたんだった！うっかりわすれるところだった。いま、よむね。
V0000439256	あっ、そういえば、メルからてがみがきたんだった！うっかりわすれるところだった。いま、よむね。
V0000439257	ようこちゃん、げんきにしてますか。ゆうしゅうなべんごしにはちゃんとあえましたか。がくちょうのしんゆうならきっとしんせつなひとだろうとおもいます。
V0000439258	ようこちゃん、げんきにしてますか。ゆうしゅうなべんごしにはちゃんとあえましたか。がくちょうのしんゆうならきっとしんせつなひとだろうとおもいます。
V0000439259	そのとおりですよ！
V0000439260	そのとおりですよ！
V0000439261	なにいってるんですか、ずうずうしい。
V0000439262	なにいってるんですか、ずうずうしい。
V0000439263	まあ、まって。つづきがあるから。えっと、
V0000439264	まあ、まって。つづきがあるから。えっと、
V0000439265	こんなことをいうとようこちゃんがあきれるかもしれないけど、ぼくとがくちょうはここでのせいかつをたのしんでます。
V0000439266	こんなことをいうとようこちゃんがあきれるかもしれないけど、ぼくとがくちょうはここでのせいかつをたのしんでます。
V0000439267	なんだって！？
V0000439268	なんだって！？
V0000439269	どうして？
V0000439270	どうして？
V0000439271	ここはさいこう！しょくじがただでたべほうだい。そして、なによりも、まいにちただでにほんごのレッスンしほうだい！とうきょうではだれもにほんごではなしかけてくれなかったのに、ここではみんなぜんぶにほんご！
V0000439272	ここはさいこう！しょくじがただでたべほうだい。そして、なによりも、まいにちただでにほんごのレッスンしほうだい！とうきょうではだれもにほんごではなしかけてくれなかったのに、ここではみんなぜんぶにほんご！
V0000439273	そりゃ、そうだろう。
V0000439274	そりゃ、そうだろう。
V0000439275	ようこちゃんにはわるいけど、しばらくここでのせいかつをたのしみたくなってきました。
V0000439276	ようこちゃんにはわるいけど、しばらくここでのせいかつをたのしみたくなってきました。
V0000439277	あきれた！
V0000439278	あきれた！
V0000439279	がくちょうもいっぱいともだちができて、まいにちたのしそうです。ぼくらにもうしばらくじかんをください。またてがみかきます。あばよ！メル。
V0000439280	がくちょうもいっぱいともだちができて、まいにちたのしそうです。ぼくらにもうしばらくじかんをください。またてがみかきます。あばよ！メル。
V0000439281	いいなあ、メルくん、すっかりなじんでて。うらやましいなあ。
V0000439282	いいなあ、メルくん、すっかりなじんでて。うらやましいなあ。
V0000439283	こんなろくでなしとつきあってたの？こんなひとたちのためにわたしをよんだなんてありえない！ようこにはがっかりよ。
V0000439284	こんなろくでなしとつきあってたの？こんなひとたちのためにわたしをよんだなんてありえない！ようこにはがっかりよ。
V0000439285	なりたくうこう
V0000439286	たいどがわるい
V0000439287	たいどがいい
V0000439288	たいど
V0000439289	おきゃくさま
V0000439290	かんけいある
V0000439291	かんけいない
V0000439292	かんけい
V0000439293	おしゃれ（な）
V0000439294	とにかく
V0000439295	こえる
V0000439296	たびだつ
V0000439297	もういい、ようこ、わたしかえる！こんなことでじかんをむだにしたくない。
V0000439298	もういい、ようこ、わたしかえる！こんなことでじかんをむだにしたくない。
V0000439299	ちょっとまって、さとこ、もうすこしだけはなしをきいて！おねがい！おねがいだから！
V0000439300	ちょっとまって、さとこ、もうすこしだけはなしをきいて！おねがい！おねがいだから！
V0000439301	タクシー！
V0000439302	タクシー！
V0000439303	こんばんは、どこまでですか。
V0000439304	こんばんは、どこまでですか。
V0000439305	なりたくうこうへ。
V0000439306	なりたくうこうへ。
V0000439307	くうこうですとじゅうまんをこえますよ。
V0000439308	くうこうですとじゅうまんをこえますよ。
V0000439309	いくらでもかまわない。とにかくくうこうへいって。はやくここをでたいの。はやくじぶんのおしゃれなせいかつにもどりたい。やっぱりもどってきたのはしっぱいだった。はやくここをわすれたい。
V0000439310	いくらでもかまわない。とにかくくうこうへいって。はやくここをでたいの。はやくじぶんのおしゃれなせいかつにもどりたい。やっぱりもどってきたのはしっぱいだった。はやくここをわすれたい。
V0000439311	どうしましたか。けんかでもしましたか。
V0000439312	どうしましたか。けんかでもしましたか。
V0000439313	けんかしてきたばかりよ 。でもあなたにかんけいないでしょう。
V0000439314	けんかしてきたばかりよ 。でもあなたにかんけいないでしょう。
V0000439315	いや、かんけいあります。わたしのおきゃくさまですから。おきゃくさまのしあわせがわたしのしあわせです。おきゃくさまがかなしいとわたしもかなしいです。
V0000439316	いや、かんけいあります。わたしのおきゃくさまですから。おきゃくさまのしあわせがわたしのしあわせです。おきゃくさまがかなしいとわたしもかなしいです。
V0000439317	すみません。やっぱりわたしのたいどがわるかった。ごめんなさい。
V0000439318	すみません。やっぱりわたしのたいどがわるかった。ごめんなさい。
V0000439319	いや、もんだいございません。　でも、そんなきもちでたびたたないでください。わたしでよければ、きぶんてんかんのおてつだいをしますよ。
V0000439320	いや、もんだいございません。　でも、そんなきもちでたびたたないでください。わたしでよければ、きぶんてんかんのおてつだいをしますよ。
V0000439321	そうね。そういわれたらおなかがすいてきたわ。
V0000439322	そうね。そういわれたらおなかがすいてきたわ。
V0000439323	もしよかったら、いいラーメンやをしってますよ。とうきょうでいちばんきたないけど、いちばんやすくて、いちばんおいしいラーメンです。
V0000439324	もしよかったら、いいラーメンやをしってますよ。とうきょうでいちばんきたないけど、いちばんやすくて、いちばんおいしいラーメンです。
V0000439325	じゃあ、そこへいって。もしよかったら、うんてんしゅさんもいっしょにどう？
V0000439326	じゃあ、そこへいって。もしよかったら、うんてんしゅさんもいっしょにどう？
V0000439327	よろこんでおともします。
V0000439328	よろこんでおともします。
V0000439329	ごぶさた
V0000439330	めじるし
V0000439331	しるし
V0000439332	おにあい
V0000439333	いがい（と）
V0000439334	せけん
V0000439335	わっかない
V0000439336	（じかんが）たつ
V0000439337	でかせぎ
V0000439338	ぎゃく
V0000439339	いっしょうけんめい
V0000439340	じもと
V0000439341	ちょう
V0000439342	きがあう
V0000439343	おいしいというしるし
V0000439344	ゴキブリ
V0000439345	かせぐ
V0000439346	いらっしゃい
V0000439347	いらっしゃい
V0000439348	いらっしゃいませ、なんめいさまですか。あらまあ、りゅうたくん、おひさしぶりです。げんきですか。
V0000439349	いらっしゃいませ、なんめいさまですか。あらまあ、りゅうたくん、おひさしぶりです。げんきですか。
V0000439350	おかげさまで。ごぶさたしていました。おげんきですか。
V0000439351	おかげさまで。ごぶさたしていました。おげんきですか。
V0000439352	げんきいっぱいですよ。おともだちですか。
V0000439353	げんきいっぱいですよ。おともだちですか。
V0000439354	そうです。
V0000439355	そうです。
V0000439356	はじめまして、よろしくおねがいします。
V0000439357	はじめまして、よろしくおねがいします。
V0000439358	こちらこそ、さぁー、こちらへどうぞ。
V0000439359	こちらこそ、さぁー、こちらへどうぞ。
V0000439360	うそじゃなかったんですね。ほんとうにきたないな。あ！ゴキブリ！
V0000439361	うそじゃなかったんですね。ほんとうにきたないな。あ！ゴキブリ！
V0000439362	まあまあ、だいじょうぶですよ。ゴキブリはおいしいというしるしですよ。きにしないで。
V0000439363	まあまあ、だいじょうぶですよ。ゴキブリはおいしいというしるしですよ。きにしないで。
V0000439364	なんになさいますか。
V0000439365	なんになさいますか。
V0000439366	みそラーメンください
V0000439367	みそラーメンください
V0000439368	みそラーメンおねがいします。
V0000439369	みそラーメンおねがいします。
V0000439370	おふたり、きがあいますね。おとうさん、みそにちょう。
V0000439371	おふたり、きがあいますね。おとうさん、みそにちょう。
V0000439372	あいおう！
V0000439373	あいおう！
V0000439374	すごいおばあさんですね。
V0000439375	すごいおばあさんですね。
V0000439376	でしょう！ここにくるとじもとをおもいだします。
